"CD_Concurso","año","Fecha_Convocado","Ministerio","Servicio","Cargo","Nivel","Adscrito","Estado"
ADP-4956,2019,2019-11-03,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Los Ríos,II,Adscrito,FINALIZADO
ADP-4957,2019,2019-10-13,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento Función: Agencia Nacional de Medicamentos,II,Adscrito,FINALIZADO
ADP-4958,2019,2019-08-18,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Regional Atacama,II,Adscrito,FINALIZADO
ADP-4959,2019,2019-08-18,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Regional Libertador Bernardo OHiggins,II,Adscrito,FINALIZADO
ADP-4960,,,Ministerio de Salud,Servicio de Salud Osorno,Director/a Atención Primaria,II,Adscrito,SIN EFECTO
ADP-4961,,,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Director/a Regional Tesorero/a Región de Tarapacá,II,Adscrito,SIN EFECTO
ADP-4962,2019,2019-08-25,Ministerio de Hacienda,Servicio Nacional de Aduanas,Subdirector/a Función Jurídico/a,II,Adscrito,FINALIZADO
ADP-4963,2019,2019-11-17,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Regional Antofagasta,II,Adscrito,FINALIZADO
ADP-4964,2019,2019-09-29,Ministerio de Salud,Servicio de Salud Antofagasta,Director/a Hospital de Calama,II,Adscrito,DESIERTO
ADP-4965,2020,2020-04-12,Ministerio de Salud,Servicio de Salud Metropolitano Sur Oriente,Director/a Hospital de la Florida,II,Adscrito,CON NOMBRAMIENTO
ADP-4966,2020,2020-07-12,Ministerio de Salud,Servicio de Salud O'Higgins,Director/a Hospital de Rengo,II,Adscrito,FINALIZADO
ADP-4967,2019,2019-08-25,Ministerio de Hacienda,Servicio Nacional de Aduanas,Subdirector/a Función Fiscalización,II,Adscrito,FINALIZADO
ADP-4968,,,Ministerio de Salud,Servicio de Salud Araucanía Norte,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,SIN EFECTO
ADP-4969,,,FAD,Municipalidad de Pedro Aguirre Cerda,Jefe/a Departamento de Administración de Educación Municipal,II,No Adscrito,SIN EFECTO
ADP-4970,2019,2019-08-25,Ministerio de Educación,Junta Nacional de Jardines Infantiles,Director/a Departamento de Fiscalía,II,Adscrito,FINALIZADO
ADP-4971,2019,2019-08-25,Ministerio de Salud,Servicio de Salud Coquimbo,Director/a Hospital Dr. Humberto Elorza Cortés de Illapel,II,Adscrito,CON NOMBRAMIENTO
ADP-4972,2019,2019-08-25,Ministerio del Interior y Seguridad Pública,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Director/a Regional Los Ríos,II,Adscrito,FINALIZADO
ADP-4973,2019,2019-08-25,Ministerio de Salud,Servicio de Salud Arauco,Director/a Hospital de Curanilahue,II,Adscrito,FINALIZADO
ADP-4974,2019,2019-10-20,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Carlos Van Buren,II,Adscrito,FINALIZADO
ADP-4975,2019,2019-09-15,Ministerio de Salud,Servicio de Salud Metropolitano Central,Director/a Hospital Clínico San Borja Arriarán,II,Adscrito,FINALIZADO
ADP-4976,2019,2019-09-15,Ministerio de Defensa Nacional,Caja de Previsión de la Defensa Nacional,Jefe/a División Función Jurídica,II,Adscrito,FINALIZADO
ADP-4977,2019,2019-09-07,Ministerio de Defensa Nacional,Caja de Previsión de la Defensa Nacional,Jefe/a División Función Operaciones,II,Adscrito,DESIERTO
ADP-4978,2019,2019-09-07,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Aysén,II,Adscrito,FINALIZADO
ADP-4979,2019,2019-09-01,Ministerio de Salud,Servicio de Salud Osorno,Director/a Hospital Dr. Juan Hepp Dubiau de Purranque,II,Adscrito,FINALIZADO
ADP-4980,2019,2019-09-15,Ministerio de Salud,Servicio de Salud Chiloé,Director/a Hospital de Ancud,II,Adscrito,FINALIZADO
ADP-4981,,,Ministerio de Salud,Servicio de Salud Talcahuano,Director/a Hospital Tomé,II,Adscrito,PLANIFICACIÓN
ADP-4982,2019,2019-11-10,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Jefe División Subdirección de Operaciones,II,Adscrito,FINALIZADO
ADP-4983,2019,2019-09-07,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Bío-Bío,II,Adscrito,FINALIZADO
ADP-4984,2020,2020-08-02,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Maule,II,Adscrito,FINALIZADO
ADP-4985,2020,2020-08-02,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Atacama,II,Adscrito,FINALIZADO
ADP-4986,2020,2020-06-21,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Bdo. OHiggins,II,Adscrito,FINALIZADO
ADP-4987,2020,2020-11-01,Ministerio de Desarrollo Social,Servicio Nacional de la Discapacidad,Subdirector/a Nacional,II,Adscrito,FINALIZADO
ADP-4988,2020,2020-10-18,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Director/a Regional Región de Ñuble,II,Adscrito,FINALIZADO
ADP-4989,2020,2020-09-20,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Tarapacá,II,Adscrito,FINALIZADO
ADP-4990,2020,2020-11-01,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Los Ríos,II,Adscrito,FINALIZADO
ADP-4991,2020,2020-06-21,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Región de Ñuble,II,Adscrito,FINALIZADO
ADP-4992,2019,2019-09-07,Ministerio de la Mujer y la Equidad de Género,Servicio Nacional de la Mujer y la Equidad de Género,Director/a Nacional,I,Adscrito,FINALIZADO
ADP-4993,2019,2019-09-07,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Jefe/a Departamento Función: Técnico,II,Adscrito,FINALIZADO
ADP-4994,2019,2019-09-29,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Jefe/a Departamento Desarrollo y Regulación de Mercado,II,Adscrito,FINALIZADO
ADP-4995,2019,2019-09-29,Ministerio de Salud,Servicio de Salud Araucanía Sur,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,DESIERTO
ADP-4996,2019,2019-09-07,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,FINALIZADO
ADP-4997,2019,2019-11-03,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Administrativo/a Hospital San Juan de Dios,II,Adscrito,FINALIZADO
ADP-4998,2019,2019-09-29,Ministerio de Salud,Servicio de Salud Aconcagua,Director/a Atención Primaria,II,Adscrito,FINALIZADO
ADP-4999,2019,2019-09-07,Ministerio de Salud,Servicio de Salud Araucanía Norte,Director/a Hospital de Victoria,II,Adscrito,FINALIZADO
ADP-5000,2019,2019-09-01,Ministerio de Salud,Servicio de Salud Aconcagua,Director/a Hospital de Llay Llay,II,Adscrito,DESIERTO
ADP-5001,2019,2019-10-06,Ministerio de Educación,Servicio Local de Educación Pública Chinchorro,Director/a Ejecutivo/a,I,No Adscrito,FINALIZADO
ADP-5002,2019,2019-10-06,Ministerio de Educación,Servicio Local de Educación Pública Andalién Sur,Director/a Ejecutivo/a,I,No Adscrito,FINALIZADO
ADP-5003,2019,2019-10-06,Ministerio de Educación,Servicio Local de Educación Pública Gabriela Mistral,Director/a Ejecutivo/a,I,No Adscrito,FINALIZADO
ADP-5004,2019,2019-09-01,Ministerio de Salud,Servicio de Salud Coquimbo,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,CON NOMBRAMIENTO
ADP-5005,2019,2019-10-06,Ministerio de Hacienda,Servicio Nacional de Aduanas,"Director/a Regional de Aduana Santiago, Región Metropolitana",II,Adscrito,FINALIZADO
ADP-5006,2023,2023-03-26,Ministerio de Salud,Servicio de Salud Metropolitano Central,Director/a Hospital de Maipú,II,Adscrito,EVALUACIÓN
ADP-5007,2021,2021-01-10,Ministerio de Educación,Superintendencia de Educación Superior,Superintendente/a,I,Adscrito,FINALIZADO
ADP-5008,2019,2019-11-17,Ministerio de Educación,Superitnendencia de Educación Superior,Fiscal,II,Adscrito,FINALIZADO
ADP-5009,2021,2021-06-27,Ministerio de Educación,Superintendencia de Educación Superior,Jefe/a de División de Supervisión,II,Adscrito,FINALIZADO
ADP-5010,2019,2019-12-08,Ministerio de Educación,Superintendencia de Educación Superior,"Jefe/a de División de Gestión de Datos, Atención Ciudadana y Buenas Prácticas",II,Adscrito,DESIERTO
ADP-5011,2020,2020-04-19,Ministerio de Educación,Superintendencia de Educación Superior,Jefe/a de División de Gestión de Operaciones,II,Adscrito,FINALIZADO
ADP-5012,2020,2020-01-26,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a Asuntos Jurídicos,II,Adscrito,FINALIZADO
ADP-5013,2020,2020-01-26,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a Administrativo,II,Adscrito,FINALIZADO
ADP-5014,2019,2019-12-29,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a Nacional,II,Adscrito,FINALIZADO
ADP-5015,,,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a,II,Adscrito,PLANIFICACIÓN
ADP-5016,2020,2020-03-08,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a Regional Zona Norte,II,Adscrito,FINALIZADO
ADP-5017,2020,2020-03-08,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a Regional Zona Centro Norte,II,Adscrito,FINALIZADO
ADP-5018,2020,2020-01-12,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a Regional Zona Centro Sur,II,Adscrito,FINALIZADO
ADP-5019,2020,2020-01-12,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a Regional Zona Sur,II,Adscrito,FINALIZADO
ADP-5020,2019,2019-10-20,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala,Director/a Ejecutivo,I,Adscrito,DESIERTO
ADP-5021,,,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala,Subdirector/a,II,Adscrito,PLANIFICACIÓN
ADP-5022,2023,2023-05-14,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala,Subdirector/a Jurídico/a,II,Adscrito,EVALUACIÓN
ADP-5023,2020,2020-04-19,Ministerio de Relaciones Exteriores,Dirección General de Promocion de Exportaciones,Director/a General,I,Adscrito,FINALIZADO
ADP-5024,2019,2019-10-27,Ministerio de Obras Públicas,Dirección General de Aguas,Jefe/a División Estudios y Planificación,II,Adscrito,FINALIZADO
ADP-5025,2019,2019-09-29,Ministerio de Obras Públicas,Dirección de Arquitectura,Jefe/a División Edificación Pública,II,Adscrito,CON NOMBRAMIENTO
ADP-5026,2020,2020-01-05,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Hospital Psiquiátrico El Salvador,II,Adscrito,FINALIZADO
ADP-5027,2019,2019-09-29,Ministerio de Minería,Comisión Chilena del Cobre,Fiscal,II,Adscrito,FINALIZADO
ADP-5028,2020,2020-01-12,Ministerio de Salud,Servicio de Salud Magallanes,Subdirector/a Administrativo Hospital Regional Punta Arenas,II,Adscrito,CON NOMBRAMIENTO
ADP-5029,2019,2019-09-29,Ministerio de Energía,Comisión Chilena de Energía Nuclear,Jefe/a División Función Investigación y Aplicaciones,II,Adscrito,FINALIZADO
ADP-5030,2019,2019-09-15,Ministerio del Trabajo y Previsión Social,Dirección del Trabajo,Director/a Regional Magallanes y Antartica Chilena,II,Adscrito,FINALIZADO
ADP-5031,,,Ministerio de Salud,Servicio de Salud Valdivia,Subdirector/a Médico/a Hospital de Valdivia,II,Adscrito,PLANIFICACIÓN
ADP-5032,2022,2022-06-05,Ministerio de Salud,Servicio de Salud Arica,Director/a Atención Primaria,II,Adscrito,FINALIZADO
ADP-5033,2020,2020-03-15,Ministerio de Educación,Servicio Local de Educación de Huasco,Jefe/a de Unidad Apoyo Técnico Pedagógico,II,Adscrito,CON NOMBRAMIENTO
ADP-5034,2020,2020-01-26,Ministerio de Educación,Servicio Local de Educación de Costa Araucanía,Jefe/a de Unidad Administración y Finanzas,II,Adscrito,CON NOMBRAMIENTO
ADP-5035,2019,2019-11-10,Administración local,Municipalidad de Los Alamos,Jefe/a Departamento de Administración de Educación Municipal de Los Alamos,II,No Adscrito,FINALIZADO
ADP-5036,2020,2020-03-15,Ministerio del Interior y Seguridad Pública,Dirección de Previsión de Carabineros de Chile,Administrador/a General,II,Adscrito,FINALIZADO
ADP-5037,2021,2021-05-23,FAD,Municipalidad de Catemu,Jefer/a Departamento de Administración de Educación Municipal,II,No Adscrito,FINALIZADO
ADP-5040,2019,2019-11-24,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región del Maule,Director/a Regional Serviu Maule,I,Adscrito,DESIERTO
ADP-5043,2019,2019-12-15,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Regional Aysén,II,Adscrito,FINALIZADO
ADP-5044,2019,2019-09-29,Otros Organismos,Servicio Electoral,Director/a Regional Antofagasta,II,No Adscrito,FINALIZADO
ADP-5045,2019,2019-10-13,Ministerio de Relaciones Exteriores,Dirección Nacional de Fronteras y Límites,Director/a de Límites,II,Adscrito,FINALIZADO
ADP-5046,2020,2020-09-27,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Jefe/a División Función Cobranzas y Quiebras,II,Adscrito,FINALIZADO
ADP-5047,2019,2019-10-06,Ministerio de Salud,Servicio de Salud Araucanía Sur,Director/a Hospital de Pitrufquén,II,Adscrito,DESIERTO
ADP-5048,2019,2019-10-27,Ministerio de Salud,Superintendencia de Salud,Intendente/a de Prestadores de Salud,II,Adscrito,FINALIZADO
ADP-5049,2019,2019-10-13,Ministerio de Salud,Servicio de Salud Metropolitano Sur,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,FINALIZADO
ADP-5050,2019,2019-10-06,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Regional Aysén,II,Adscrito,DESIERTO
ADP-5051,2019,2019-10-06,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Regional Los Ríos,II,Adscrito,DESIERTO
ADP-5052,,,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional del Lib. B. OHiggins,II,Adscrito,SIN EFECTO
ADP-5053,2019,2019-10-20,Ministerio de Salud,Servicio de Salud Maule,Director/a Hospital de Parral,II,Adscrito,FINALIZADO
ADP-5054,2019,2019-10-06,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Director/a Hospital San José,II,Adscrito,FINALIZADO
ADP-5055,2019,2019-11-24,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,FINALIZADO
ADP-5056,2019,2019-10-13,Ministerio de Salud,Servicio de Salud Concepción,Subdirector/a Administrativo/a Hospital Guillermo Grant Benavente,II,Adscrito,FINALIZADO
ADP-5057,2019,2019-11-10,Ministerio de Educación,Servicio Local de Educación Pública Llanquihue,Directivo Jefe de Administración y Finanzas,II,Adscrito,FINALIZADO
ADP-5058,2020,2020-01-05,Ministerio de Educación,Servicio Local de Educación Pública Llanquihue,Directivo Jefe de Gestión Territorial,II,Adscrito,FINALIZADO
ADP-5059,2019,2019-11-10,Ministerio de Educación,Servicio Local de Educación Pública Llanquihue,Directivo Jefe de Planificación y Control de Gestión,II,Adscrito,FINALIZADO
ADP-5060,2019,2019-11-10,Ministerio de Educación,Servicio Local de Educación Pública Colchagua,Directivo Jefe de Administración y Finanzas,II,Adscrito,FINALIZADO
ADP-5061,2020,2020-01-05,Ministerio de Educación,Servicio Local de Educación Pública Colchagua,Directivo Jefe de Gestión Territorial,II,Adscrito,FINALIZADO
ADP-5062,2019,2019-11-10,Ministerio de Educación,Servicio Local de Educación Pública Colchagua,Directivo Jefe de Planificación y Control de Gestión,II,Adscrito,FINALIZADO
ADP-5065,2019,2019-10-13,Ministerio de Defensa Nacional,Caja de Previsión de la Defensa Nacional,Jefe/a División Función Administración y Finanzas,II,Adscrito,FINALIZADO
ADP-5066,2019,2019-11-24,Ministerio de Salud,Servicio de Salud Antofagasta,Director/a Hospital Regional de Antofagasta,II,Adscrito,FINALIZADO
ADP-5067,2021,2021-03-07,Ministerio del Interior y Seguridad Pública,Dirección de Previsión de Carabineros de Chile,Subdirector/a Médico/a Hospital,II,Adscrito,FINALIZADO
ADP-5068,2021,2021-07-04,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Jefe/a Departamento Tecnologías de la Información,II,Adscrito,FINALIZADO
ADP-5069,2019,2019-10-20,Ministerio de Salud,Servicio de Salud O'Higgins,Subdirector/a Administrativo Hospital de San Fernando,II,Adscrito,DESIERTO
ADP-5070,2019,2019-12-08,Ministerio de Salud,Servicio de Salud Viña del Mar - Quillota,Subdirector/a Administrativo/a Hospital Gustavo Fricke,II,Adscrito,DESIERTO
ADP-5071,2019,2019-10-20,Ministerio de la Mujer y la Equidad de Género,Servicio Nacional de la Mujer y la Equidad de Género,Director/a Regional Metropolitano/a,II,Adscrito,FINALIZADO
ADP-5072,2019,2019-12-01,Ministerio de Justicia y Derechos Humanos,Servicio Nacional del Menor,Director/a Regional Maule,II,Adscrito,FINALIZADO
ADP-5073,2019,2019-12-01,Ministerio de Salud,Servicio de Salud Coquimbo,Director/a de Hospital San Pablo de Coquimbo,II,Adscrito,FINALIZADO
ADP-5074,2019,2019-10-13,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Regional Región de Ñuble,II,Adscrito,FINALIZADO
ADP-5075,2019,2019-11-03,Ministerio de Salud,Servicio de Salud Metropolitano Suroriente,Director/a Hospital de San José del Maipo,II,Adscrito,FINALIZADO
ADP-5076,2019,2019-11-03,Ministerio de Salud,Servicio de Salud Valdivia,Subdirector/a Administrativo/a Hospital de Valdivia,II,Adscrito,FINALIZADO
ADP-5077,2020,2020-05-03,Ministerio de Salud,Centro de Referencia de Salud de Maipú,Subdirector/a Gestión Administrativa y Financiera,II,Adscrito,FINALIZADO
ADP-5078,2019,2019-11-10,Ministerio de Justicia y Derechos Humanos,Servicio Medico Legal,Director/a Regional Antofagasta,II,Adscrito,FINALIZADO
ADP-5079,2020,2020-01-19,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Jefe División Infraestructura y Recintos,II,Adscrito,FINALIZADO
ADP-5080,2020,2020-05-24,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Subirector/a Administrativo Hospital Luis Tisné,II,Adscrito,CON NOMBRAMIENTO
ADP-5081,2019,2019-11-03,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Aysén,II,Adscrito,FINALIZADO
ADP-5082,2019,2019-11-24,Ministerio de Salud,Servicio de Salud Atacama,Director/a Hospital San José del Carmen de Copiapó,II,Adscrito,CON NOMBRAMIENTO
ADP-5083,2019,2019-12-01,Ministerio de Salud,Servicio de Salud Aysén,Director/a Atención Primaria,II,Adscrito,FINALIZADO
ADP-5084,2020,2020-01-05,Ministerio de Salud,Servicio de Salud Atacama,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,FINALIZADO
ADP-5085,2020,2020-08-23,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Director/a Atención Primaria,II,Adscrito,DESIERTO
ADP-5086,2019,2019-12-08,Ministerio de Salud,Servicio de Salud Maule,Subdirector/a Administrativo/a Hospital de Talca,II,Adscrito,DESIERTO
ADP-5087,2020,2020-03-15,Ministerio de Educación,Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez,Directivo/a Jefe/a de Gestión Territorial.,II,Adscrito,FINALIZADO
ADP-5088,2019,2019-12-01,Ministerio de Educación,Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez,Directivo/a Jefe/a de Planificación y Control de Gestión.,II,Adscrito,FINALIZADO
ADP-5089,2019,2019-12-01,Ministerio de Educación,Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez,Directivo/a Jefe/a de Apoyo Técnico Pedagógico.,II,Adscrito,FINALIZADO
ADP-5090,2020,2020-03-15,Ministerio de Educación,Servicio Local de Educación Pública Atacama,Directivo/a Jefe/a de Gestión Territorial.,II,Adscrito,DESIERTO
ADP-5091,2019,2019-12-15,Ministerio de Educación,Servicio Local de Educación Pública Atacama,Directivo/a Jefe/a de Planificación y Control de Gestión.,II,Adscrito,FINALIZADO
ADP-5092,2019,2019-12-15,Ministerio de Educación,Servicio Local de Educación Pública Atacama,Directivo/a Jefe/a de Apoyo Técnico Pedagógico.,II,Adscrito,FINALIZADO
ADP-5093,2020,2020-01-12,Ministerio de Salud,Servicio de Salud del Libertador Bernardo O'Higgins,Director/a Atención Primaria,II,Adscrito,FINALIZADO
ADP-5094,,,Otros Organismos,Consejo para la Transparencia,Director/a Jurídico,I,No Adscrito,PLANIFICACIÓN
ADP-5095,2019,2019-12-08,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional del Maule,II,Adscrito,FINALIZADO
ADP-5096,,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Regional Maule,II,Adscrito,SIN EFECTO
ADP-5097,2019,2019-12-15,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,FINALIZADO
ADP-5098,2020,2020-03-22,Ministerio de Educación,Centro de Formación Técnica de la Región del Libertador General Bernardo O’Higgins,Rector/a,I,No Adscrito,FINALIZADO
ADP-5099,2020,2020-04-12,Ministerio de Educación,Centro de Formación Técnica de la Región del Biobío,Rector/a,I,No Adscrito,CON NOMBRAMIENTO
ADP-5100,2020,2020-03-22,Ministerio de Educación,Centro de Formación Técnica de la Región de Aysén del General Carlos Ibáñez del Campo,Rector/a,I,No Adscrito,FINALIZADO
ADP-5101,2019,2019-12-29,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Jefe/a Departamento Desarrollo y Control,II,Adscrito,FINALIZADO
ADP-5102,2023,2023-04-30,Ministerio de Salud,Servicio de Salud Metropolitano Sur Oriente,Director/a de Hospital Padre Alberto Hurtado,II,Adscrito,EVALUACIÓN
ADP-5103,2019,2019-11-17,FAD,Instituto Nacional de Derechos Humanos,Jefe/a Regional Región de Atacama,I,No Adscrito,FINALIZADO
ADP-5105,2019,2019-12-15,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Director/a Regional Tesorero/a Región de Atacama,II,Adscrito,FINALIZADO
ADP-5106,2019,2019-12-15,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Director/a Regional Tesorero/a Región de Aysén,II,Adscrito,FINALIZADO
ADP-5107,2019,2019-11-24,Ministerio de Defensa Nacional,Caja de Previsión de la Defensa Nacional,Jefe/a División Función Atención a Usuarios,II,Adscrito,FINALIZADO
ADP-5108,2023,2023-05-07,Ministerio de Salud,Servicio de Salud Metropolitano Central,Director/a Hospital de Urgencia Asistencia Pública,II,Adscrito,EVALUACIÓN
ADP-5109,2019,2019-11-24,Ministerio del Trabajo y Previsión Social,Superintendencia de Pensiones,Jefe/a de División de Administración Interna,II,Adscrito,FINALIZADO
ADP-5110,2019,2019-11-10,Ministerio de Desarrollo Social,Servicio Nacional de la Discapacidad,Director/a Regional Atacama,II,Adscrito,FINALIZADO
ADP-5111,,,"Ministerio de Economía, Fomento y Turismo",Corporación de Fomento de la Producción,Gerente/a de Emprendimiento,II,No Adscrito,SIN EFECTO
ADP-5112,,,"Ministerio de Economía, Fomento y Turismo",Corporación de Fomento de la Producción,Gerente/a de Asuntos Estratégicos,II,No Adscrito,SIN EFECTO
ADP-5113,2020,2020-09-13,Ministerio de Salud,Fondo Nacional de Salud,Director/a Zonal Centro Sur,II,Adscrito,FINALIZADO
ADP-5114,2019,2019-10-20,Ministerio de Obras Públicas,Subsecretaria de Obras Públicas,Integrante Panel Técnico,I,No Adscrito,CON NOMBRAMIENTO
ADP-5115,2019,2019-12-15,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de la Araucanía,Director/a Regional Serviu Araucanía,I,Adscrito,FINALIZADO
ADP-5116,2019,2019-12-15,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región del Biobío,Director/a Regional Serviu Bío-Bío,I,Adscrito,FINALIZADO
ADP-5117,2019,2019-11-10,Ministerio de Justicia y Derechos Humanos,Servicio Medico Legal,Director/a Regional Bdo. OHiggins,II,Adscrito,FINALIZADO
ADP-5118,2020,2020-01-05,Ministerio de Salud,Servicio de Salud Viña del Mar - Quillota,Director/a Hospital Santo Tomás de Limache,II,Adscrito,FINALIZADO
ADP-5119,2022,2022-06-12,Ministerio de Salud,Servicio de Salud Aconcagua,Director/a Hospital San Juan de Dios de Los Andes,II,Adscrito,FINALIZADO
ADP-5120,2019,2019-11-10,Ministerio de Salud,Fondo Nacional de Salud,Jefe/a División Informatica,II,Adscrito,FINALIZADO
ADP-5121,2020,2020-11-29,Ministerio del Trabajo y Previsión Social,Dirección del Trabajo,Director/a de Atención de Usuarios,II,Adscrito,FINALIZADO
ADP-5122,2019,2019-11-24,Ministerio de Energía,Comisión Chilena de Energía Nuclear,Jefe/a de División Función: Personas,II,Adscrito,FINALIZADO
ADP-5123,2019,2019-11-10,Ministerio de Educación,Comisión Nacional de Acreditación,Secretario/a Ejecutivo/a,I,No Adscrito,DESIERTO
ADP-5124,2019,2019-12-08,Otros Organismos,Instituto Nacional de Derechos Humanos,Integrante Experto del Comité de Prevención contra la Tortura (Especialista en el Área Social),I,No Adscrito,FINALIZADO
ADP-5125,2019,2019-12-08,Otros Organismos,Instituto Nacional de Derechos Humanos,Integrante Experto del Comité de Prevención contra la Tortura (Especialista en el Área Salud),I,No Adscrito,FINALIZADO
ADP-5139,2019,2019-11-10,Ministerio de Educación,Servicio Local de Educación Pública Llanquihue,Directivo Jefe de Apoyo Técnico Pedagógico,II,Adscrito,FINALIZADO
ADP-5140,2019,2019-11-10,Ministerio de Educación,Servicio Local de Educación Pública Colchagua,Directivo Jefe de Apoyo Técnico Pedagógico,II,Adscrito,FINALIZADO
ADP-5144,2019,2019-12-08,Otros Organismos,Instituto Nacional de Derechos Humanos,Integrante Experto Comité Prevención contra la Tortura especialista DDHH,I,No Adscrito,FINALIZADO
ADP-5145,2019,2019-12-08,FAD,Instituto Nacional de Derechos Humanos,Integrante Experto Comité Prevención contra la Tortura especialista sistemas penitenciarios,I,No Adscrito,FINALIZADO
ADP-5146,2019,2019-11-17,FAD,Municipalidad de Lumaco,Director/a del Departamento de Educación Municipal,II,No Adscrito,FINALIZADO
ADP-5147,,,FAD,Segundo Tribunal Ambiental,Ministro/a Suplente Abogado/a,I,No Adscrito,SIN EFECTO
