Adscrito;Nivel;Concurso;Ministerio;Servicio;Nombre Cargo;Fecha Convocatoria;Fecha Envío Nómina;Fecha Desierto;Tipo Desierto
Adscrito;Nivel II;2135;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional de Atacama;17-03-2013;-;06-06-2013;Desierto por Comité
Adscrito;Nivel II;2148;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Jurídica;07-04-2013;21-06-2013;09-08-2013;Desierto por Autoridad
Adscrito;Nivel II;2150;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;24-03-2013;03-06-2013;18-07-2013;Desierto por Autoridad
Adscrito;Nivel II;2157;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;09-06-2013;28-08-2013;25-11-2013;Desierto por Autoridad
Adscrito;Nivel II;2164;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento Recursos Financieros;02-06-2013;22-08-2013;30-12-2013;Desierto por Autoridad
Adscrito;Nivel II;2165;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Araucanía;24-03-2013;13-06-2013;31-07-2013;Desierto por Autoridad
Adscrito;Nivel II;2169;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Antofagasta;07-04-2013;-;10-06-2013;Desierto por Comité
Adscrito;Nivel II;2170;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función Gestión Estratégica;10-03-2013;04-06-2013;25-07-2013;Desierto por Autoridad
Adscrito;Nivel II;2187;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Gestión de Programas;05-05-2013;06-08-2013;09-09-2013;Desierto por Autoridad
Adscrito;Nivel II;2189;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Desarrollo y Control;19-05-2013;14-08-2013;09-12-2013;Desierto por Autoridad
Adscrito;Nivel II;2194;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Valparaíso;02-06-2013;03-09-2013;07-01-2014;Desierto por Autoridad
Adscrito;Nivel II;2209;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Administrativo/a Servicio de Salud;21-04-2013;04-07-2013;07-05-2014;Desierto por Autoridad
Adscrito;Nivel II;2212;Ministerio de Educación;Superintendencia de Educación;Jefe/a de División Función Fiscalización;09-06-2013;-;05-09-2013;Desierto por Comité
Adscrito;Nivel II;2213;Ministerio de Salud;Servicio de Salud Osorno;Director/a Hospital Dr. Juan Hepp Dubiau de Purranque;14-04-2013;18-06-2013;19-07-2013;Desierto por Autoridad
Adscrito;Nivel II;2215;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a de División de Gestión y Desarrollo de Personas;21-04-2013;-;23-07-2013;Desierto por Comité
Adscrito;Nivel II;2220;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Médico/a Hospital de Ancud;31-03-2013;-;03-05-2013;Desierto por Comité
Adscrito;Nivel II;2229;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a de Hospital San Martín de Quillota;07-04-2013;21-06-2013;29-07-2013;Desierto por Autoridad
Adscrito;Nivel II;2231;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Administración y Finanzas;10-08-2014;-;11-11-2014;Desierto por Comité
Adscrito;Nivel II;2233;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Empleo y Capacitación en Empresas;08-11-2015;-;06-01-2016;Desierto por Comité
Adscrito;Nivel II;2236;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Antofagasta;21-04-2013;23-07-2013;13-08-2013;Desierto por Autoridad
Adscrito;Nivel II;2239;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Araucanía;21-04-2013;22-07-2013;02-09-2013;Desierto por Autoridad
Adscrito;Nivel II;2245;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a de División Jurídica;09-06-2013;03-09-2013;21-10-2013;Desierto por Autoridad
Adscrito;Nivel II;2249;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Protección Pecuaria;05-05-2013;-;22-07-2013;Desierto por Comité
Adscrito;Nivel II;2255;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Coquimbo;24-08-2014;17-12-2014;15-06-2015;Desierto por Autoridad
Adscrito;Nivel II;2264;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a de Hospital Claudio Vicuña;16-06-2013;-;10-09-2013;Desierto por Comité
Adscrito;Nivel II;2267;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Hospital Dr. Félix Bulnes Cerda;16-06-2013;27-08-2013;07-11-2013;Desierto por Autoridad
Adscrito;Nivel II;2268;Ministerio de Minería;Comisión Chilena del Cobre;Director/a Función Minería;19-05-2013;08-08-2013;26-09-2013;Desierto por Autoridad
Adscrito;Nivel II;2284;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Finanzas y Administración;04-08-2013;-;23-10-2013;Desierto por Comité
Adscrito;Nivel II;2288;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Técnica;28-09-2014;-;04-12-2014;Desierto por Comité
Adscrito;Nivel II;2304;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Antofagasta;25-08-2013;-;15-11-2013;Desierto por Comité
Adscrito;Nivel II;2331;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Estudios;25-08-2013;-;07-11-2013;Desierto por Comité
Adscrito;Nivel II;2333;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;28-06-2015;-;01-09-2015;Desierto por Comité
Adscrito;Nivel II;2335;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Araucanía;25-08-2013;15-11-2013;24-06-2014;Desierto por Autoridad
Adscrito;Nivel II;2338;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Protección Pecuaria;12-10-2014;06-01-2015;24-03-2015;Desierto por Autoridad
Adscrito;Nivel II;2342;Ministerio de Salud;Servicio de Salud Talcahuano;Subdirector/a Médico/a Servicio de Salud;12-10-2014;-;11-12-2014;Desierto por Comité
Adscrito;Nivel II;2355;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Araucanía;09-11-2014;-;26-02-2015;Desierto por Comité
Adscrito;Nivel II;2357;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Coquimbo;17-05-2015;24-08-2015;24-06-2016;Desierto por Autoridad
Adscrito;Nivel II;2358;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a Administración y Finanzas;20-10-2013;13-01-2014;13-03-2014;Desierto por Autoridad
Adscrito;Nivel II;2370;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Jurídica;24-08-2014;-;14-10-2014;Desierto por Comité
Adscrito;Nivel II;2376;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Los Ríos;24-08-2014;-;14-11-2014;Desierto por Comité
Adscrito;Nivel II;2380;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;21-06-2015;17-08-2015;07-03-2016;Desierto por Autoridad
Adscrito;Nivel II;2394;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a de División Jurídica;22-06-2014;10-09-2014;10-11-2014;Desierto por Autoridad
Adscrito;Nivel II;2401;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Linares;10-08-2014;06-11-2014;07-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2407;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Metropolitano/a;19-10-2014;28-01-2015;08-04-2015;Desierto por Autoridad
Adscrito;Nivel II;2420;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Estudios y Desarrollo (Informática);05-04-2015;08-06-2015;18-08-2015;Desierto por Autoridad
Adscrito;Nivel II;2423;Ministerio de Obras Públicas;Dirección de Arquitectura;Subdirector/a de Arquitectura;17-08-2014;-;14-11-2014;Desierto por Comité
Adscrito;Nivel II;2442;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Valparaíso;23-11-2014;25-02-2015;21-04-2015;Desierto por Autoridad
Adscrito;Nivel II;2445;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Camilo de San Felipe;26-10-2014;-;15-01-2015;Desierto por Comité
Adscrito;Nivel II;2464;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a División de Compras Colaborativas;27-07-2014;-;13-10-2014;Desierto por Comité
Adscrito;Nivel II;2478;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital San José;17-08-2014;07-11-2014;10-02-2015;Desierto por Autoridad
Adscrito;Nivel II;2481;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Ancud;21-06-2015;02-09-2015;16-09-2015;Desierto por Autoridad
Adscrito;Nivel II;2486;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Calama;15-03-2015;07-05-2015;12-06-2015;Desierto por Autoridad
Adscrito;Nivel II;2493;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Fiscal;29-06-2014;12-09-2014;27-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2523;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Subdirector/a Nacional;11-05-2014;05-08-2014;20-08-2014;Desierto por Autoridad
Adscrito;Nivel II;2532;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Función Antimonopolios;08-03-2015;18-05-2015;17-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2533;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a de División de Administración y Finanzas;15-03-2015;03-06-2015;03-08-2015;Desierto por Autoridad
Adscrito;Nivel II;2535;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Servicio de Salud;17-08-2014;-;21-11-2014;Desierto por Comité
Adscrito;Nivel II;2544;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de Santa Cruz;04-10-2015;20-11-2015;23-03-2016;Desierto por Autoridad
Adscrito;Nivel II;2553;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Tarapacá;06-07-2014;-;14-10-2014;Desierto por Comité
Adscrito;Nivel II;2555;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Atacama;22-06-2014;-;09-10-2014;Desierto por Comité
Adscrito;Nivel II;2557;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Valparaíso;22-06-2014;07-10-2014;11-12-2014;Desierto por Autoridad
Adscrito;Nivel II;2559;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bdo. OHiggins;17-08-2014;-;26-11-2014;Desierto por Comité
Adscrito;Nivel II;2561;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bío Bío;27-07-2014;-;15-10-2014;Desierto por Comité
Adscrito;Nivel II;2562;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Araucanía;27-07-2014;30-10-2014;29-12-2014;Desierto por Autoridad
Adscrito;Nivel II;2582;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Araucanía;24-08-2014;-;14-11-2014;Desierto por Comité
Adscrito;Nivel II;2596;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Metropolitana;19-10-2014;-;12-01-2015;Desierto por Comité
Adscrito;Nivel II;2598;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a de División de Auditoría Interna;05-10-2014;31-12-2014;21-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2605;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Instituto Psiquiátrico Dr. José Horwitz Barak;09-08-2015;-;07-10-2015;Desierto por Comité
Adscrito;Nivel II;2606;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Atención Primaria;28-09-2014;15-12-2014;08-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2619;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Coquimbo;27-07-2014;07-10-2014;29-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2620;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Calidad Educativa;05-04-2015;-;29-05-2015;Desierto por Comité
Adscrito;Nivel II;2628;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Administración y Finanzas;19-04-2015;-;30-06-2015;Desierto por Comité
Adscrito;Nivel II;2629;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Jefe/a Departamento Jurídico;17-08-2014;20-11-2014;26-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2634;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Administrativo/a Servicio de Salud;26-04-2015;01-07-2015;03-08-2015;Desierto por Autoridad
Adscrito;Nivel II;2650;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Los Lagos;08-03-2015;-;06-07-2015;Desierto por Comité
Adscrito;Nivel II;2651;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Operaciones;10-08-2014;12-11-2014;20-04-2015;Desierto por Autoridad
Adscrito;Nivel II;2653;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Coquimbo;24-08-2014;14-11-2014;26-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2657;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Metropolitano/a;14-12-2014;-;13-03-2015;Desierto por Comité
Adscrito;Nivel II;2658;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Valparaíso;24-08-2014;14-11-2014;26-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2659;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional OHiggins;24-08-2014;14-11-2014;23-04-2015;Desierto por Autoridad
Adscrito;Nivel II;2661;Ministerio de Obras Públicas;Dirección de Arquitectura;Jefe/a División Planificación y Coordinación;17-08-2014;14-11-2014;09-03-2015;Desierto por Autoridad
Adscrito;Nivel II;2663;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Territorial;15-03-2015;28-05-2015;03-08-2015;Desierto por Autoridad
Adscrito;Nivel II;2666;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Tarapacá;05-04-2015;-;09-07-2015;Desierto por Comité
Adscrito;Nivel II;2669;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional OHiggins;05-04-2015;-;13-07-2015;Desierto por Comité
Adscrito;Nivel II;2685;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital Dr. Félix Bulnes Cerda;05-04-2015;-;20-05-2015;Desierto por Comité
Adscrito;Nivel II;2687;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Jefe/a Departamento Auditoría;22-03-2015;02-06-2015;07-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2691;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Fiscalización;28-09-2014;-;10-12-2014;Desierto por Comité
Adscrito;Nivel II;2695;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Antofagasta, Región de Antofagasta;02-11-2014;19-01-2015;05-03-2015;Desierto por Autoridad
Adscrito;Nivel II;2700;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a de División Operaciones y Atención Ciudadana;24-08-2014;12-11-2014;29-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2702;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Capacitación a Personas;22-11-2015;-;08-01-2016;Desierto por Comité
Adscrito;Nivel II;2704;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Maule;26-10-2014;25-03-2015;06-04-2015;Desierto por Autoridad
Adscrito;Nivel II;2710;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a Administración y Finanzas;15-06-2014;23-09-2014;23-10-2014;Desierto por Autoridad
Adscrito;Nivel II;2718;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Valparaíso;19-04-2015;-;20-07-2015;Desierto por Comité
Adscrito;Nivel II;2719;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional O'Higgins;22-03-2015;16-06-2015;22-09-2015;Desierto por Autoridad
Adscrito;Nivel II;2720;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Maule;22-03-2015;16-06-2015;22-09-2015;Desierto por Autoridad
Adscrito;Nivel II;2721;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional del Bío-Bío;22-03-2015;-;04-06-2015;Desierto por Comité
Adscrito;Nivel II;2727;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Metropolitano/a;19-04-2015;21-07-2015;22-09-2015;Desierto por Autoridad
Adscrito;Nivel II;2728;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Magallanes y la Antártica Chilena;19-04-2015;-;20-07-2015;Desierto por Comité
Adscrito;Nivel II;2729;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Aysén;19-04-2015;-;20-07-2015;Desierto por Comité
Adscrito;Nivel II;2742;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento de Salud Ambiental;19-04-2015;11-06-2015;01-09-2016;Desierto por Autoridad
Adscrito;Nivel II;2750;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Magallanes y la Antártica Chilena;24-05-2015;-;14-07-2015;Desierto por Comité
Adscrito;Nivel II;2751;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Tarapacá;05-10-2014;17-12-2014;24-02-2015;Desierto por Autoridad
Adscrito;Nivel II;2759;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Jefe/a Departamento de Crédito;10-08-2014;14-11-2014;26-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2768;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional del Bío-Bío;25-10-2015;-;18-12-2015;Desierto por Comité
Adscrito;Nivel II;2769;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Araucanía;25-10-2015;-;18-12-2015;Desierto por Comité
Adscrito;Nivel II;2773;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Tarapacá;31-08-2014;28-11-2014;23-04-2015;Desierto por Autoridad
Adscrito;Nivel II;2778;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital Regional de Antofagasta;03-08-2014;28-10-2014;04-06-2015;Desierto por Autoridad
Adscrito;Nivel II;2785;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bío-Bío;29-03-2015;29-05-2015;21-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2795;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Desarrollo;06-07-2014;12-09-2014;27-01-2015;Desierto por Autoridad
Adscrito;Nivel II;2797;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Tarapacá;20-07-2014;-;01-10-2014;Desierto por Comité
Adscrito;Nivel II;2798;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Antofagasta;20-07-2014;-;10-10-2014;Desierto por Comité
Adscrito;Nivel II;2800;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Valparaíso;31-08-2014;05-12-2014;06-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2807;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Magallanes y la Antártica Chilena;10-08-2014;06-11-2014;11-02-2015;Desierto por Autoridad
Adscrito;Nivel II;2810;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Metropolitana;26-10-2014;25-03-2015;22-04-2015;Desierto por Autoridad
Adscrito;Nivel II;2812;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Tarapacá;23-08-2015;-;16-12-2015;Desierto por Comité
Adscrito;Nivel II;2814;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Atacama;27-09-2015;-;15-01-2016;Desierto por Comité
Adscrito;Nivel II;2826;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Maule;27-09-2015;-;24-12-2015;Desierto por Comité
Adscrito;Nivel II;2829;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Araucanía;10-05-2015;15-07-2015;28-09-2015;Desierto por Autoridad
Adscrito;Nivel II;2841;Ministerio de Salud;Servicio de Salud Aysén;Director/a Hospital de Puerto Aysén;12-10-2014;13-01-2015;27-02-2015;Desierto por Autoridad
Adscrito;Nivel II;2842;Ministerio de Salud;Servicio de Salud Aysén;Director/a Atención Primaria;10-04-2016;31-05-2016;11-07-2016;Desierto por Autoridad
Adscrito;Nivel II;2846;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a de División, Función: Estudios;27-07-2014;20-10-2014;18-12-2014;Desierto por Autoridad
Adscrito;Nivel II;2849;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Jefe/a División Jurídica;14-09-2014;-;12-11-2014;Desierto por Comité
Adscrito;Nivel II;2853;Ministerio de Salud;Servicio de Salud Ñuble;Subdirector/a Médico/a Servicio de Salud;05-04-2015;-;28-05-2015;Desierto por Comité
Adscrito;Nivel II;2860;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Hospital Clínico San Borja Arriarán;07-09-2014;-;24-11-2014;Desierto por Comité
Adscrito;Nivel II;2868;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento de Salud Ocupacional;19-04-2015;12-06-2015;11-11-2015;Desierto por Autoridad
Adscrito;Nivel II;2878;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Dr. Eduardo Pereira;31-08-2014;24-11-2014;13-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2890;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Tarapacá;24-08-2014;22-12-2014;26-02-2015;Desierto por Autoridad
Adscrito;Nivel II;2893;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a de Hospital San Pablo de Coquimbo;23-08-2015;27-10-2015;25-04-2016;Desierto por Autoridad
Adscrito;Nivel II;2900;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Jefe/a División Función Consumo Financiero;19-04-2015;-;16-06-2015;Desierto por Comité
Adscrito;Nivel II;2902;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Bío-Bío;26-10-2014;-;31-03-2015;Desierto por Comité
Adscrito;Nivel II;2906;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Departamento Gestión de Personas y Desarrollo Organizacional;14-09-2014;-;27-11-2014;Desierto por Comité
Adscrito;Nivel II;2907;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Antonio Tirado Lanas de Ovalle;09-08-2015;09-10-2015;12-11-2015;Desierto por Autoridad
Adscrito;Nivel II;2910;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Oriente;05-10-2014;29-12-2014;24-03-2015;Desierto por Autoridad
Adscrito;Nivel II;2916;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Aysén;08-03-2015;-;18-05-2015;Desierto por Comité
Adscrito;Nivel II;2922;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Fiscal;12-07-2015;-;03-09-2015;Desierto por Comité
Adscrito;Nivel II;2942;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Valparaíso;09-11-2014;03-02-2015;19-03-2015;Desierto por Autoridad
Adscrito;Nivel II;2957;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a División de Compras Colaborativas;18-01-2015;17-04-2015;06-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2963;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Tarapacá;19-04-2015;16-06-2015;24-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2966;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Coquimbo;29-03-2015;02-06-2015;24-07-2015;Desierto por Autoridad
Adscrito;Nivel II;2971;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Dr. Ernesto Torres Galdames de Iquique;28-06-2015;-;25-08-2015;Desierto por Comité
Adscrito;Nivel II;2979;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Araucanía;28-08-2016;14-11-2016;19-01-2017;Desierto por Autoridad
Adscrito;Nivel II;2986;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Atacama;21-12-2014;-;02-04-2015;Desierto por Comité
Adscrito;Nivel II;2990;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;22-03-2015;-;03-06-2015;Desierto por Comité
Adscrito;Nivel II;2995;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Departamento Gestión de Personas y Desarrollo Organizacional;08-03-2015;-;15-05-2015;Desierto por Comité
Adscrito;Nivel II;2997;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Hospital Clínico San Borja Arriarán;22-03-2015;26-05-2015;27-07-2015;Desierto por Autoridad
Adscrito;Nivel II;3001;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Poniente;22-03-2015;11-06-2015;17-08-2015;Desierto por Autoridad
Adscrito;Nivel II;3004;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región del Bío-Bío;17-05-2015;-;14-07-2015;Desierto por Comité
Adscrito;Nivel II;3006;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Técnica;29-03-2015;-;22-05-2015;Desierto por Comité
