Nivel;Tipo Cargo;Ministerio;Servicio;Nombre Cargo;Fecha Nombramiento;Fecha Inicio Labor;Concurso;Sexo
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Servicio de Salud;31-12-2012;01-01-2013;2014;Hombre
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Tecnologías de la Información;18-12-2012;02-01-2012;2015;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a División Función: Finanzas y Administración;11-02-2013;11-02-2013;2019;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Valparaíso;06-02-2013;01-03-2013;2020;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Metropolitano/a;06-02-2013;01-03-2013;2021;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Aysén;09-01-2013;03-01-2013;2022;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Arica y Parinacota;09-01-2013;01-01-2013;2023;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Araucanía;05-02-2013;18-02-2013;2024;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a Departamento Jurídico;11-02-2013;11-02-2013;2025;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Subdirector/a de Servicios al Cliente;25-07-2013;01-08-2013;2026;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Arica y Parinacota;30-11-2012;01-12-2012;2032;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Atacama;08-02-2013;01-03-2013;2033;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Atención Primaria;31-12-2012;01-01-2013;2036;Mujer
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Arica y Parinacota;07-10-2013;01-10-2013;2037;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Tarapacá;09-10-2013;14-10-2013;2038;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Antofagasta;04-10-2013;14-10-2013;2039;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Atacama;07-10-2013;01-10-2013;2040;Mujer
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Valparaíso;09-10-2013;01-10-2013;2042;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Maule;07-10-2013;01-10-2013;2045;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Araucanía;07-10-2013;01-10-2013;2047;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Los Ríos;07-10-2013;01-10-2013;2048;Mujer
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Los Lagos;16-09-2013;04-10-2013;2049;Mujer
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Aysén;14-10-2013;23-08-2012;2050;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Magallanes;07-10-2013;01-10-2013;2051;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Jefe División de Comunicaciones y Denuncias;27-05-2013;13-05-2013;2054;Mujer
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Fiscal;27-05-2013;13-05-2013;2055;Hombre
Nivel II;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;Jefe Departamento Tecnología y Procesos;09-05-2013;09-05-2013;2059;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Jefe/a División de Fiscalización;28-01-2013;01-02-2013;2060;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a de Atención Primaria;09-01-2013;21-01-2013;2064;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Asistencia Financiera;07-02-2013;01-02-2013;2067;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Gestión de Información Previsional;27-02-2013;01-03-2013;2068;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Hospital Regional de Antofagasta;05-09-2013;01-10-2013;2073;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Cauquenes;28-01-2013;01-02-2013;2074;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Metropolitano;06-05-2013;15-05-2013;2077;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Administrativo/a Servicio de Salud;18-06-2013;01-07-2013;2080;Hombre
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional OHiggins;01-03-2013;01-03-2013;2082;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital de Calera;14-02-2013;01-03-2013;2083;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital Santo Tomás de Limache;14-02-2013;01-03-2013;2084;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Canales de Atención a Clientes;12-11-2013;01-11-2013;2086;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Tarapacá;22-02-2013;01-03-2013;2090;Hombre
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Función: Zoológico;01-03-2013;01-04-2013;2091;Mujer
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Coquimbo;13-06-2013;17-06-2013;2092;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Jefe/a Departamento Auditoría;03-04-2013;16-04-2013;2094;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Atacama;22-02-2013;01-03-2013;2096;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Administrativo/a Servicio de Salud;22-02-2013;04-03-2013;2100;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Recursos Naturales Renovables;18-03-2013;14-03-2013;2102;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Subdirección Nacional;22-01-2016;01-03-2016;2103;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a de División de Operaciones;04-03-2013;04-03-2013;2106;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de San Fernando;11-02-2013;01-03-2013;2107;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Aysén;02-09-2013;23-09-2013;2108;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional de Antofagasta;31-05-2013;01-07-2013;2112;Hombre
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Evaluación de Logros de Aprendizaje;03-09-2013;01-10-2013;2113;Hombre
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a de División Evaluación y Orientación de Desempeño;03-09-2013;03-09-2013;2114;Mujer
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Información a la Comunidad;03-09-2013;03-09-2013;2116;Hombre
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Administración General;03-09-2013;03-09-2013;2117;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Operaciones;20-11-2013;25-10-2013;2118;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Subdirector/a Médico/a Servicio de Salud;28-08-2015;01-10-2015;2121;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Hospital de Talca;10-07-2013;15-07-2013;2122;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Araucanía;21-06-2013;17-06-2013;2125;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Tarapacá;09-07-2013;01-08-2013;2126;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Hospital Regional Libertador Bernardo OHiggins;18-07-2013;01-08-2013;2133;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;23-07-2013;22-07-2013;2134;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Función Jurídica;13-08-2013;19-08-2013;2136;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Recursos Humanos;28-08-2013;09-09-2013;2137;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Programática;08-07-2013;01-07-2013;2139;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Aysén;10-07-2013;15-07-2013;2140;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Hospital del Salvador;24-08-2016;01-09-2016;2141;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Fiscalía del Ministerio de Obras Públicas;Jefe/a División Expropiaciones;05-09-2013;01-10-2013;2142;Mujer
Nivel II;Adscrito;Ministerio de Obras Públicas;Fiscalía del Ministerio de Obras Públicas;Jefe/a División Legal;05-09-2013;01-10-2013;2143;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;25-06-2013;01-07-2013;2144;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Aysén;13-08-2013;01-10-2013;2145;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a de Hospital San José del Carmen de Copiapó;09-08-2013;19-08-2013;2146;Hombre
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Fiscal;14-08-2013;23-09-2013;2152;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Instituto Nacional del cáncer;23-10-2013;01-09-2013;2153;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;30-07-2013;12-08-2013;2154;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Función Departamento Secretaría General;11-07-2013;23-07-2013;2155;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Subdirector/a Administrativo/a Servicio de Salud;10-07-2013;01-08-2013;2156;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Administrativa;22-07-2013;01-08-2013;2158;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Jefe/a División Jurídica;31-07-2013;31-07-2013;2159;Mujer
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Director/a Centro de Salud o Rehabilitación;20-08-2013;01-09-2013;2160;Mujer
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Territorial;08-07-2013;10-07-2013;2166;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Maule;02-07-2013;01-07-2013;2167;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Atacama;02-07-2013;01-07-2013;2168;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Gestión y Desarrollo de Personas;20-12-2013;01-01-2014;2171;Mujer
Nivel II;Adscrito;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento de Administración y Finanzas;26-07-2013;08-07-2013;2172;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Bío - Bío;13-08-2013;01-08-2013;2174;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;05-07-2013;01-08-2013;2177;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de Santa Cruz;18-07-2013;22-07-2013;2178;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Antofagasta;19-07-2013;22-07-2013;2184;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Fiscal;08-11-2013;11-11-2013;2185;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Contador/a General;25-07-2013;24-07-2013;2186;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Función Atención Presencial;12-11-2013;01-11-2013;2188;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Maule;23-12-2013;13-01-2014;2190;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Jurídica;25-06-2013;17-07-2013;2191;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Administrativo/a Hospital;03-09-2013;19-08-2013;2192;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Tecnología y Sistemas;08-07-2013;10-07-2013;2193;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Tarapacá;20-11-2013;18-11-2013;2195;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Hospital de San Carlos;30-07-2013;01-08-2013;2196;Hombre
Nivel II;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Jefe/a División Función Investigación y Aplicaciones;18-07-2013;02-09-2013;2199;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Coquimbo;05-08-2013;05-08-2013;2201;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a Nacional de Acuicultura;13-08-2013;15-10-2013;2202;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Estudios y Desarrollo;10-07-2013;12-08-2013;2203;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Antofagasta;09-09-2013;01-10-2013;2204;Mujer
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Los Lagos;02-09-2013;02-09-2013;2205;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Antofagasta;02-10-2013;30-09-2013;2206;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Melipilla;07-08-2013;12-08-2013;2208;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Gerente/a General;09-08-2013;02-09-2013;2210;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Metropolitano/a;26-08-2013;26-08-2013;2211;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Talca;24-06-2013;01-07-2013;2214;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a División Función Gestión e Innovación;17-10-2013;17-10-2013;2216;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Administrativo/a Hospital Base de Osorno;12-08-2013;15-08-2013;2217;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Administrativo/a Servicio de Salud;09-07-2013;15-07-2013;2219;Mujer
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Jurídica;22-08-2013;01-09-2013;2223;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Hospital Provincial del Huasco;03-09-2013;23-09-2013;2230;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Araucanía;09-09-2013;01-10-2013;2232;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Roberto del Río;16-09-2013;01-10-2013;2234;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Libertador Bernardo OHiggins;27-08-2013;09-09-2013;2235;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Araucanía;16-08-2013;12-08-2013;2238;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Servicio de Salud;28-08-2013;01-09-2013;2241;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Informática y Computación;12-09-2013;16-09-2013;2242;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Coquimbo;04-02-2015;05-02-2015;2243;Hombre
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Libertador Bernardo O'Higgins;27-08-2013;01-09-2013;2244;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Arquitectura;Jefe/a de División de Edificación Pública;18-10-2013;01-11-2013;2248;Hombre
Nivel II;Adscrito;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Minería;14-11-2013;18-11-2013;2250;Hombre
Nivel II;Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Función: Registros y Padrón Electoral;12-11-2013;01-12-2013;2254;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Bdo. OHiggins;06-04-2015;01-05-2015;2256;Hombre
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Fiscal;10-09-2013;23-09-2013;2259;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a Departamento de Gestión de Recursos;27-01-2014;01-02-2014;2260;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Marketing;25-11-2013;01-11-2013;2261;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Antofagasta;21-11-2013;01-11-2013;2262;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Atacama;21-11-2013;01-11-2013;2263;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de la Araucanía;29-08-2013;01-09-2013;2265;Mujer
Nivel II;Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a División de Control de Gestión y Desarrollo;20-11-2013;15-11-2013;2279;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Función: Litigios;28-10-2013;01-11-2013;2281;Mujer
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Administrativa;13-01-2014;15-01-2014;2282;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Quellón;04-10-2013;04-11-2013;2286;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a de Hospital Base San José de Osorno;16-11-2015;16-11-2015;2287;Mujer
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Metropolitano/a;22-10-2013;01-11-2013;2292;Hombre
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Atacama;26-11-2013;13-12-2013;2293;Hombre
Nivel II;Adscrito;Servicio de Salud Metropolitano Sur-Oriente;Hospital Padre Alberto Hurtado;Gerente de Administración y Finanzas;15-11-2013;01-12-2013;2295;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Jefe/a de División Función Administración General;25-03-2015;25-03-2015;2297;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a de División Operaciones y Atención Ciudadana;23-10-2013;04-11-2013;2299;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Fomento;07-11-2013;01-11-2013;2300;Hombre
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Finanzas, Administración y Servicios Internos;30-01-2014;03-03-2014;2301;Mujer
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Médico/a Hospital;29-10-2013;28-10-2013;2302;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Administrativo/a Servicio de Salud;31-07-2015;13-07-2015;2303;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional de Atacama;27-01-2015;01-02-2015;2305;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Arica y Parinacota;22-11-2013;01-12-2013;2307;Mujer
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Bío Bío;27-02-2015;15-04-2015;2308;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional de Valparaíso;27-11-2013;09-12-2013;2317;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Director/a Hospital;05-12-2013;04-12-2013;2318;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a Hospital Dr. Juan Hepp Dubiau de Purranque;23-12-2014;01-01-2015;2324;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Magallanes y la Antártica Chilena;02-01-2014;02-01-2014;2325;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Jefe/a División Legal;11-12-2013;02-01-2014;2326;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Metropolitano;20-12-2013;01-01-2014;2327;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Auditoría Interna;31-01-2014;01-02-2014;2328;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Servicio de Salud;21-10-2016;01-11-2016;2332;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Luís Calvo Mackenna;21-11-2013;01-01-2014;2334;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Atención Primaria;20-01-2014;01-02-2014;2336;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a de División de Gestión y Desarrollo de Personas;13-01-2015;12-01-2015;2337;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital San Juan de Dios;31-01-2014;24-02-2014;2339;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a de Hospital San Martín de Quillota;09-03-2015;01-03-2015;2341;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Vialidad;Subdirector/a de Obras;12-12-2013;01-01-2014;2343;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Protección Civil;14-10-2014;01-11-2014;2344;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Valparaíso, Región de Valparaíso;16-01-2014;03-03-2014;2345;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Antofagasta;04-02-2015;05-02-2015;2346;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Jefe/a Departamento Auditoría;03-01-2014;01-01-2014;2347;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;18-08-2015;01-09-2015;2348;Hombre
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Jefe/a de División Función Fiscalización;02-04-2015;26-05-2015;2359;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital Dr. Félix Bulnes Cerda;10-01-2014;20-01-2014;2361;Hombre
