Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Año Convocatoria;Mes Convocatoria;Concurso;Id Cargo
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Bdo. OHiggins;2007;nov;449;II 303
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Servicios Internos;2007;nov;447;II 294
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Araucanía;2007;nov;438;II 752
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Hospital San Juan de Dios;2007;nov;451;II 451
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Hospital Dr. Félix Bulnes Cerda;2007;nov;453;II 452
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Atacama;2007;sep;432;II 212
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Carlos Van Buren;2007;sep;410;II 414
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital Regional Libertador Bernardo OHiggins;2007;sep;391;II 489
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Araucanía;2007;dic;509;II 216
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bdo. OHiggins;2007;dic;511;II 214
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Valparaíso;2007;dic;512;II 683
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Los Lagos;2007;dic;513;II 689
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Función: Logística;2007;ago;416;II 343
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a de Hospital Base San José de Osorno;2007;ago;389;II 565
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Servicio de Salud;2007;may;386;II 449
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Peñaflor;2007;may;385;II 462
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital San Juan de Dios;2007;may;384;II 454
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Empleo y Capacitación en Empresas;2007;may;236;II 293
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Servicio de Salud;2007;may;393;II 371
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Maule;2007;ago;395;II 104
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Tarapacá;2007;ago;348;II 102
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Antonio Tirado Lanas de Ovalle;2007;ago;427;II 392
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Administrativo/a Hospital;2007;nov;411;II 27
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Jefe/a División Función: Riego;2007;nov;357;II 321
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Protección Civil;2007;oct;436;II 1
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Tecnología y Sistemas;2007;oct;510;II 87
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;Jefe/a Departamento Financiero y Administración;2007;oct;403;II 260
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Subdirector/a Médico/a Servicio de Salud;2007;jul;409;II 508
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Administrativa;2007;sep;429;II 96
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Atacama;2007;sep;496;II 681
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Araucanía;2007;sep;497;II 688
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;2007;mar;329;II 42
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Hospital de Puerto Aysén;2007;ago;425;II 581
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a del Hospital de Coyhaique;2007;ago;426;II 582
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Tarapacá;2007;oct;383;II 138
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Servicio de Salud;2007;ene;299;II 363
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;2007;ene;300;II 364
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Administrativa;2007;dic;406;II 2
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Calidad y Control Normativo;2007;oct;404;II 187
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Jefe/a Departamento Auditoría;2007;ago;387;II 411
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Arica y Parinacota;2007;nov;467;II 669
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Ríos;2007;nov;468;II 670
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;2007;ene;344;II 85
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Subdirector/a Administrativo/a Servicio de Salud;2007;mar;194;II 505
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe de División Adopción y Gestión de Usuarios;2007;jul;413;II 41
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a de Hospital San Pablo de Coquimbo;2007;jun;352;II 390
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital Regional de Antofagasta;2007;mar;330;II 374
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Castro;2006;jul;188;II 577
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Traiguén;2006;jul;189;II 543
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Nueva Imperial;2006;jul;209;II 553
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Pitrufquén;2006;jul;210;II 554
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Lautaro;2006;jul;211;II 555
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Médico/a Hospital Gustavo Fricke;2006;jul;206;II 404
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Médico/a Hospital Carlos Van Buren;2006;jul;205;II 416
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital Traumatológico;2006;jul;214;II 520
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Jefe/a Departamento Auditoría;2006;ago;256;II 514
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Arica y Parinacota;2006;ago;220;II 677
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Atacama;2006;ago;221;II 628
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Coquimbo;2006;ago;222;II 629
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Valparaíso;2006;ago;197;II 630
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Maule;2006;ago;224;II 633
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bío Bío;2006;ago;225;II 634
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Araucanía;2006;ago;226;II 635
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Los Lagos;2006;ago;227;II 636
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Magallanes y la Antártica Chilena;2006;ago;229;II 638
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bdo. OHiggins;2006;ago;223;II 632
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Metropolitana;2006;ago;230;II 631
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Operaciones;2006;jul;255;II 206
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;2006;jul;182;II 207
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a Departamento Función Planificación y Estudios;2006;jul;184;II 209
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Administrativo/a Servicio de Salud;2006;jul;185;II 421
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Médico/a Servicio de Salud;2006;jul;186;II 423
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Hospital de Talca;2006;jul;179;II 495
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a División Fiscalización;2006;nov;298;II 82
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Ancud;2006;nov;313;II 578
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Hospital Regional de Antofagasta;2006;nov;288;II 372
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Hospital de Urgencia Asistencia Pública;2006;nov;294;II 444
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Coquimbo;2006;sep;263;II 213
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;2006;sep;264;II 218
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Subdirector/a Administrativo/a;2006;sep;267;II 244
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Subdirector/a Médico/a;2006;sep;266;II 243
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Hospital Base de Puerto Montt;2006;sep;213;II 574
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Jefe/a Departamento Auditoría;2006;sep;170;II 429
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Subdirector/a Administrativo/a Servicio de Salud;2006;jul;198;II 464
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a Hospital Lucio Córdova;2006;jul;243;II 476
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Semillas;2006;jul;233;II 620
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe División Subdirección de Operaciones;2006;jul;231;II 621
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Subdirección Nacional;2006;jul;219;II 625
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Recursos Naturales Renovables;2006;jul;232;II 619
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Director/a de Hospital Base de Valdivia;2006;ago;235;II 559
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Jefe/a Departamento Auditoría;2006;ago;261;II 422
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Jefe/a Departamento Auditoría;2006;ago;246;II 450
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Curacaví;2006;ago;249;II 463
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Administrativo/a Servicio de Salud;2006;dic;305;II 536
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Administrativo/a Servicio de Salud;2006;dic;296;II 579
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;2006;dic;320;II 583
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Hospital Guillermo Grant Benavente;2006;dic;308;II 518
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Subdirector/a Administrativo/a Servicio de Salud;2006;dic;301;II 527
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Tocopilla;2006;jul;212;II 376
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Hospital Provincial del Huasco;2006;jul;218;II 384
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;2006;dic;292;II 485
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de San Fernando;2006;dic;312;II 490
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;2006;sep;290;II 541
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Médico/a Servicio de Salud;2006;sep;252;II 580
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Médico/a Servicio de Salud;2006;dic;319;II 453
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Valparaíso;2006;may;180;II 296
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Metropolitana;2006;may;171;II 297
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Administrativo/a Servicio de Salud;2006;ago;251;II 513
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Servicio de Salud;2006;ago;250;II 516
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Intendente/a de Fondos y Seguros Previsionales de Salud;2006;ene;159;II 584
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Intendente/a de Prestadores de Salud;2006;ene;160;II 585
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Jefe/a Departamento Función: Administración y Finanzas;2006;ene;161;II 588
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Protección Pecuaria;2006;may;187;II 618
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a División de Compras Colaborativas;2006;abr;181;II 40
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Función: Logística;2006;abr;162;II 343
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Dr. Eduardo Pereira;2006;mar;178;II 419
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Jefe/a Departamento Función: Gestión de Clientes;2006;sep;260;II 590
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División de Control de Frontera;2006;nov;297;II 624
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a División Función Convenios Marco;2005;dic;156;II 43
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Jefe/a Departamento Auditoría;2005;dic;149;II 546
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Subdirector/a Médico/a Servicio de Salud;2005;dic;150;II 548
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Jurídica;2005;dic;141;II 623
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función Gestión Estratégica;2005;dic;140;II 622
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Protección Agrícola y Forestal;2005;dic;142;II 617
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Administrativo/a Hospital de Puerto Montt;2005;oct;115;II 572
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Hospital del Salvador;2005;oct;119;II 430
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Luís Calvo Mackenna;2005;oct;117;II 435
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Instituto de Rehabilitación P.A.C;2005;oct;118;II 439
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;2005;oct;128;II 440
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Hospital San Borja Arriaran;2005;oct;129;II 442
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Hospital Regional Libertador Bernardo OHiggins;2005;oct;127;II 487
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Valparaíso;2005;ene;88;II 278
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Maule;2005;ene;90;II 285
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Araucanía;2005;ene;92;II 286
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Bío-Bío;2005;ene;91;II 279
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Los Lagos;2005;ene;93;II 287
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Magallanes y la Antártica Chilena;2005;ene;95;II 289
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Bdo. OHiggins;2005;ene;89;II 284
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Normalización Previsional;Director/a Regional Metropolitana;2005;ene;83;II 277
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Antofagasta;2005;ene;85;II 281
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Atacama;2005;ene;86;II 282
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Coquimbo;2005;ene;87;II 283
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Aysén;2005;ene;94;II 288
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Tarapacá;2005;ene;84;II 280
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a Departamento Clientes y Entornos;2005;ene;82;II 760
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Juan de Dios de Los Andes;2005;jul;110;II 396
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Administrativo/a Servicio de Salud;2005;jul;107;II 400
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Médico/a Servicio de Salud;2005;jul;106;II 402
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Administrativo/a Hospital Dr. Gustavo Fricke;2005;jul;109;II 401
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Administrativo/a Hospital Carlos Van Buren;2005;jul;105;II 412
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Carlos Van Buren;2005;jul;102;II 414
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Coquimbo;2005;nov;134;II 302
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Araucanía;2005;nov;133;II 304
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Jefe/a Departamento Función: Fiscalización;2005;nov;136;II 587
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Atacama;2005;jun;97;II 153
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Araucanía;2005;jun;99;II 148
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bío-Bío;2005;jun;98;II 147
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Magallanes y la Antártica Chilena;2005;jun;100;II 156
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento de Operaciones;2005;sep;120;II 340
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Finanzas, Administración y Servicios Internos;2005;sep;121;II 341
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento, Función: Asesoría Jurídica;2005;sep;122;II 342
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Antofagasta;2005;oct;132;II 627
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División de Control de Frontera;2005;oct;131;II 624
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Subdirector/a Jurídico/a;2005;nov;157;II 144
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;2004;nov;78;II 42
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a Departamento de Gestión de Recursos;2004;nov;80;II 205
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Jurídica;2004;jun;74;II 86
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;2004;jun;72;II 85
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Tecnología y Sistemas;2004;jun;73;II 87
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Bdo. OHiggins;2004;ago;76;II 303
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Aysén;2004;jul;77;II 306
Nivel II;No Adscrito;Administración local;Municipalidad de Cerrillos;Jefe/a Departamento de Administración de Educación Municipal de Cerrillos;2015;mar;2961;II 960
Nivel II;No Adscrito;Administración local;Municipalidad de Frutillar;Jefe/a Departamento de Administración de Educación Municipal de Frutillar;2015;dic;3316;II 1050
Nivel II;No Adscrito;Administración local;Municipalidad de Huasco;Jefe/a Departamento de Administración de Educación Municipal de Huasco;2015;jun;2197;II 958
Nivel II;No Adscrito;Administración local;Municipalidad de Diego de Almagro;Jefe/a Departamento de Administración de Educación Municipal de Diego de Almagro;2015;sep;2398;II 994
Nivel II;No Adscrito;Administración local;Municipalidad de Aysén;Jefe/a Departamento de Administración de Educación Municipal;2015;dic;2467;II 1032
Nivel II;No Adscrito;Administración local;Municipalidad de Huechuraba;Jefe/a de Administracción de Educación Municipal;2011;oct;1663;II 838
Nivel II;No Adscrito;Administración local;Municipalidad de Puerto Montt;Jefe/a de la Dirección de Educación Municipal;2011;oct;1661;II 837
Nivel II;No Adscrito;Administración local;Municipalidad de Coquimbo;Jefe de Departamento de Administración de Educación Municipal de Coquimbo;2011;nov;1731;II 860
Nivel II;No Adscrito;Administración local;Municipalidad de Curacaví;Director/a del Departamento de Administración de Educación;2011;nov;1739;II 864
Nivel II;No Adscrito;Administración local;Municipalidad de Machalí;Jefe/a Departamento de Administración de Educación Municipal;2011;nov;1742;II 866
Nivel II;No Adscrito;Administración local;Municipalidad de Pitrufquén;Jefe/a Departamento de Administración de Educación Municipal;2011;nov;1701;II 833
Nivel II;No Adscrito;Administración local;Municipalidad de Mejillones;Jefe/a del Departamento de Educación Municipal de Mejillones;2011;nov;1710;II 858
Nivel II;No Adscrito;Administración local;Municipalidad de Santa Cruz;Director/a del Departamento de Administración de Educación;2011;nov;1711;II 859
Nivel II;No Adscrito;Administración local;Municipalidad de Limache;Jefe/a del Departamento de Educación Municipal de Limache;2011;ago;1657;II 836
Nivel II;No Adscrito;Administración local;Municipalidad de Linares;Jefe/a Departamento de Administración de Educación Municipal;2014;oct;2218;II 863
Nivel II;No Adscrito;Administración local;Municipalidad de Lago Ranco;Jefe/a Departamento de Administración de Educación Municipal de Lago Ranco;2014;ago;2319;II 979
Nivel II;No Adscrito;Administración local;Municipalidad de Graneros;Jefe/a Departamento de Administración de Educación Municipal de Graneros;2014;jul;2430;II 1001
Nivel II;No Adscrito;Administración local;Municipalidad de Cartagena;Jefe/a Departamento de Administración de Educación Municipal de Cartagena;2014;jun;2455;II 1029
Nivel II;No Adscrito;Administración local;Municipalidad de Caldera;Jefe/a Departamento de Administración de Educación Municipal de Caldera;2014;jun;2349;II 983
Nivel II;No Adscrito;Administración local;Municipalidad de Retiro;Jefe/a Departamento de Administración de Educación Municipal de Retiro;2014;nov;2313;II 893
Nivel II;No Adscrito;Administración local;Municipalidad de Mejillones;Jefe/a del Departamento de Educación Municipal de Mejillones;2014;may;2437;II 858
Nivel II;No Adscrito;Administración local;Municipalidad de Puerto Varas;Jefe/a Departamento de Administración de Educación Municipal de Puerto Varas;2014;abr;2527;II 981
