index;Year_Convocatoria;Nivel;Ministerio;Servicio;Region;Estado;Concursos
3498;2020.0;II;Administración Central;Municipalidad de Traiguén;Región de la Araucanía;Nombrado;1
3499;2020.0;II;Administración Central;Municipalidad de Valdivia;Región de Los Ríos;Nombrado;1
3500;2020.0;II;Administración Central;Municipalidad de Victoria;Región de la Araucanía;Nombrado;1
3501;2020.0;II;Administración Central;Servicio Electoral;Región de Metropolitana de Santiago;Nombrado;1
3502;2020.0;II;Administración Central;Servicio Electoral;Región de Tarapacá;Nombrado;1
3503;2020.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región de Metropolitana de Santiago;Nombrado;1
3504;2020.0;II;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Región del Libertador General Bernardo OHiggins;Nombrado;1
3505;2020.0;II;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Región de Metropolitana de Santiago;Nombrado;1
3506;2020.0;II;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Región de Metropolitana de Santiago;Nombrado;1
3507;2020.0;II;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Región de Metropolitana de Santiago;Nombrado;1
3508;2020.0;II;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Región de Arica y Parinacota;Nombrado;1
3509;2020.0;II;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Región de Metropolitana de Santiago;Nombrado;1
3510;2020.0;II;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Región de la Araucanía;Nombrado;1
3511;2020.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Antofagasta;Nombrado;1
3512;2020.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
3513;2020.0;II;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Región de Metropolitana de Santiago;Nombrado;1
3514;2020.0;II;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Región de Metropolitana de Santiago;Desierto;1
3515;2020.0;II;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Región de Metropolitana de Santiago;Nombrado;2
3516;2020.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Antofagasta;Desierto;1
3517;2020.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Los Ríos;Nombrado;1
3518;2020.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Región de Metropolitana de Santiago;Nombrado;3
3519;2020.0;II;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Región de Metropolitana de Santiago;Nombrado;1
3520;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de  Valparaíso;Nombrado;3
3521;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de Los Lagos;Desierto;1
3522;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de Metropolitana de Santiago;Nombrado;2
3523;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Región de la Araucanía;Nombrado;1
3524;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de  Atacama;Nombrado;1
3525;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de  Coquimbo;Nombrado;1
3526;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de  Valparaíso;Nombrado;1
3527;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Arica y Parinacota;Nombrado;1
3528;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
3529;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Los Lagos;Nombrado;1
3530;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Los Ríos;Nombrado;1
3531;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Metropolitana de Santiago;Desierto;1
3532;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Metropolitana de Santiago;Nombrado;3
3533;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región de Tarapacá;Nombrado;1
3534;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región del Libertador General Bernardo OHiggins;Nombrado;1
3535;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región del Maule;Nombrado;1
3536;2020.0;II;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Región del Ñuble;Nombrado;1
3537;2020.0;II;Ministerio de Educación;Agencia de Calidad de la Educación;Región de Metropolitana de Santiago;Nombrado;1
3538;2020.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Arica y Parinacota;Nombrado;1
3539;2020.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
3540;2020.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región del Biobío;Desierto;2
3541;2020.0;II;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Región del Libertador General Bernardo OHiggins;Nombrado;1
3542;2020.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
3543;2020.0;II;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Región de Magallanes y de la Antártica Chilena;Desierto;1
3544;2020.0;II;Ministerio de Educación;Servicio Local de Educación Andalién Sur;Región del Biobío;Desierto;1
3545;2020.0;II;Ministerio de Educación;Servicio Local de Educación Andalién Sur;Región del Biobío;Nombrado;5
3546;2020.0;II;Ministerio de Educación;Servicio Local de Educación Atacama;Región de  Atacama;Desierto;2
3547;2020.0;II;Ministerio de Educación;Servicio Local de Educación Atacama;Región de  Atacama;Nombrado;2
3548;2020.0;II;Ministerio de Educación;Servicio Local de Educación Chinchorro;Región de Arica y Parinacota;Desierto;4
3549;2020.0;II;Ministerio de Educación;Servicio Local de Educación Chinchorro;Región de Arica y Parinacota;Nombrado;3
3550;2020.0;II;Ministerio de Educación;Servicio Local de Educación Colchagua;Región del Libertador General Bernardo OHiggins;Desierto;1
3551;2020.0;II;Ministerio de Educación;Servicio Local de Educación Colchagua;Región del Libertador General Bernardo OHiggins;Nombrado;2
3552;2020.0;II;Ministerio de Educación;Servicio Local de Educación Gabriela Mistral;Región de Metropolitana de Santiago;Desierto;2
3553;2020.0;II;Ministerio de Educación;Servicio Local de Educación Gabriela Mistral;Región de Metropolitana de Santiago;Nombrado;4
3554;2020.0;II;Ministerio de Educación;Servicio Local de Educación Llanquihue;Región de Los Lagos;Desierto;1
3555;2020.0;II;Ministerio de Educación;Servicio Local de Educación Llanquihue;Región de Los Lagos;Nombrado;2
3556;2020.0;II;Ministerio de Educación;Servicio Local de Educación Valparaíso;Región de  Valparaíso;Nombrado;2
3557;2020.0;II;Ministerio de Educación;Servicio Local de Educación de Costa Araucanía;Región de la Araucanía;Nombrado;2
3558;2020.0;II;Ministerio de Educación;Servicio Local de Educación de Huasco;Región de  Atacama;Nombrado;1
3559;2020.0;II;Ministerio de Educación;Servicio Local de Educación de Puerto Cordillera;Región de  Coquimbo;Desierto;1
3560;2020.0;II;Ministerio de Educación;Superintendencia de Educación;Región de Metropolitana de Santiago;Nombrado;1
3561;2020.0;II;Ministerio de Educación;Superintendencia de Educación Superior;Región de Metropolitana de Santiago;Desierto;1
3562;2020.0;II;Ministerio de Educación;Superintendencia de Educación Superior;Región de Metropolitana de Santiago;Nombrado;2
3563;2020.0;II;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Región de Metropolitana de Santiago;Nombrado;1
3564;2020.0;II;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Región de Metropolitana de Santiago;Nombrado;1
3565;2020.0;II;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Región de Metropolitana de Santiago;Desierto;2
3566;2020.0;II;Ministerio de Hacienda;Servicio Nacional de Aduanas;Región de  Valparaíso;Nombrado;2
3567;2020.0;II;Ministerio de Hacienda;Servicio Nacional de Aduanas;Región de Arica y Parinacota;Nombrado;1
3568;2020.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de Antofagasta;Nombrado;1
3569;2020.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de Arica y Parinacota;Nombrado;1
3570;2020.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región de Metropolitana de Santiago;Nombrado;3
3571;2020.0;II;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Región del Ñuble;Nombrado;1
3572;2020.0;II;Ministerio de Hacienda;Unidad de Análisis Financiero;Región de Metropolitana de Santiago;Nombrado;1
3573;2020.0;II;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Región de Metropolitana de Santiago;Nombrado;1
3574;2020.0;II;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Región del Biobío;Desierto;1
3575;2020.0;II;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
3576;2020.0;II;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región de Los Lagos;Nombrado;1
3577;2020.0;II;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región de Los Ríos;Nombrado;1
3578;2020.0;II;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región de Metropolitana de Santiago;Desierto;1
3579;2020.0;II;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región del Biobío;Nombrado;1
3580;2020.0;II;Ministerio de Minería;Servicio Nacional de Geología y Minería;Región de Metropolitana de Santiago;Nombrado;1
3581;2020.0;II;Ministerio de Obras Públicas;Dirección General de Aguas;Región de Metropolitana de Santiago;Nombrado;1
3582;2020.0;II;Ministerio de Obras Públicas;Dirección General de Obras Públicas;Región de Metropolitana de Santiago;Nombrado;1
3583;2020.0;II;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Región de Metropolitana de Santiago;Desierto;1
3584;2020.0;II;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Región de Metropolitana de Santiago;Nombrado;1
3585;2020.0;II;Ministerio de Obras Públicas;Dirección de Vialidad;Región de Metropolitana de Santiago;Nombrado;1
3586;2020.0;II;Ministerio de Obras Públicas;Superintendencia de Servicios Sanitarios;Región de Metropolitana de Santiago;Nombrado;1
3587;2020.0;II;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Región de Antofagasta;Nombrado;2
3588;2020.0;II;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Región de Los Lagos;Nombrado;1
3589;2020.0;II;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Región de Metropolitana de Santiago;Nombrado;3
3590;2020.0;II;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Región del Biobío;Desierto;1
3591;2020.0;II;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Región del Biobío;Nombrado;1
3592;2020.0;II;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Región de Magallanes y de la Antártica Chilena;Nombrado;1
3593;2020.0;II;Ministerio de Salud;Centro de Referencia de Salud de Maipú;Región de Metropolitana de Santiago;Nombrado;1
3594;2020.0;II;Ministerio de Salud;Fondo Nacional de Salud;Región de Metropolitana de Santiago;Desierto;1
3595;2020.0;II;Ministerio de Salud;Fondo Nacional de Salud;Región de Metropolitana de Santiago;Nombrado;1
3596;2020.0;II;Ministerio de Salud;Fondo Nacional de Salud;Región del Biobío;Nombrado;1
3597;2020.0;II;Ministerio de Salud;Servicio de Salud Aconcagua;Región de  Valparaíso;Nombrado;2
3598;2020.0;II;Ministerio de Salud;Servicio de Salud Antofagasta;Región de Antofagasta;Desierto;1
3599;2020.0;II;Ministerio de Salud;Servicio de Salud Antofagasta;Región de Antofagasta;Nombrado;2
3600;2020.0;II;Ministerio de Salud;Servicio de Salud Araucanía Sur;Región de la Araucanía;Nombrado;3
3601;2020.0;II;Ministerio de Salud;Servicio de Salud Arauco;Región del Biobío;Nombrado;1
3602;2020.0;II;Ministerio de Salud;Servicio de Salud Atacama;Región de  Atacama;Nombrado;3
3603;2020.0;II;Ministerio de Salud;Servicio de Salud Chiloé;Región de Los Lagos;Nombrado;3
3604;2020.0;II;Ministerio de Salud;Servicio de Salud Concepción;Región del Biobío;Desierto;1
3605;2020.0;II;Ministerio de Salud;Servicio de Salud Concepción;Región del Biobío;Nombrado;1
3606;2020.0;II;Ministerio de Salud;Servicio de Salud Coquimbo;Región de  Coquimbo;Nombrado;1
3607;2020.0;II;Ministerio de Salud;Servicio de Salud Iquique;Región de Tarapacá;Nombrado;2
3608;2020.0;II;Ministerio de Salud;Servicio de Salud Magallanes;Región de Magallanes y de la Antártica Chilena;Desierto;1
3609;2020.0;II;Ministerio de Salud;Servicio de Salud Magallanes;Región de Magallanes y de la Antártica Chilena;Nombrado;2
3610;2020.0;II;Ministerio de Salud;Servicio de Salud Maule;Región del Maule;Desierto;2
3611;2020.0;II;Ministerio de Salud;Servicio de Salud Maule;Región del Maule;Nombrado;2
3612;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Central;Región de Metropolitana de Santiago;Desierto;1
3613;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Región de Metropolitana de Santiago;Desierto;1
3614;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Región de Metropolitana de Santiago;Nombrado;1
3615;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Región de Metropolitana de Santiago;Desierto;1
3616;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Región de Metropolitana de Santiago;Nombrado;3
3617;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Región de Metropolitana de Santiago;Nombrado;2
3618;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Región de Metropolitana de Santiago;Desierto;1
3619;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Región de Metropolitana de Santiago;Nombrado;1
3620;2020.0;II;Ministerio de Salud;Servicio de Salud Metropolitano Sur Oriente;Región de Metropolitana de Santiago;Nombrado;3
3621;2020.0;II;Ministerio de Salud;Servicio de Salud O'Higgins;Región del Libertador General Bernardo OHiggins;Nombrado;3
3622;2020.0;II;Ministerio de Salud;Servicio de Salud Talcahuano;Región del Biobío;Nombrado;2
3623;2020.0;II;Ministerio de Salud;Servicio de Salud Valdivia;Región de Los Ríos;Nombrado;2
3624;2020.0;II;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Región de  Valparaíso;Nombrado;1
3625;2020.0;II;Ministerio de Salud;Servicio de Salud Viña del Mar - Quillota;Región de  Valparaíso;Desierto;1
3626;2020.0;II;Ministerio de Salud;Servicio de Salud Viña del Mar - Quillota;Región de  Valparaíso;Nombrado;1
3627;2020.0;II;Ministerio de Salud;Servicio de Salud del Reloncaví;Región de Los Lagos;Desierto;1
3628;2020.0;II;Ministerio de Salud;Servicio de Salud del Reloncaví;Región de Los Lagos;Nombrado;1
3629;2020.0;II;Ministerio de Salud;Servicio de Salud Ñuble;Región del Ñuble;Nombrado;1
3630;2020.0;II;Ministerio de Salud;Superintendencia de Salud;Región de Metropolitana de Santiago;Nombrado;1
3631;2020.0;II;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Región de Metropolitana de Santiago;Desierto;1
3632;2020.0;II;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Región de Metropolitana de Santiago;Nombrado;2
3633;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de  Valparaíso;Nombrado;1
3634;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Antofagasta;Desierto;1
3635;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Antofagasta;Nombrado;1
3636;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Los Ríos;Nombrado;1
3637;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Metropolitana de Santiago;Desierto;1
3638;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Metropolitana de Santiago;Nombrado;1
3639;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Tarapacá;Desierto;1
3640;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Tarapacá;Nombrado;1
3641;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de la Araucanía;Nombrado;1
3642;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región del Libertador General Bernardo OHiggins;Desierto;1
3643;2020.0;II;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región del Maule;Nombrado;1
3644;2020.0;II;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Región de  Coquimbo;Desierto;1
3645;2020.0;II;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Región de Antofagasta;Desierto;1
3646;2020.0;II;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Región de Antofagasta;Nombrado;1
3647;2020.0;II;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Región del Libertador General Bernardo OHiggins;Nombrado;1
3648;2020.0;II;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Región del Ñuble;Desierto;1
3649;2020.0;II;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Región del Ñuble;Nombrado;1
3650;2020.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Los Lagos;Nombrado;1
3651;2020.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región de Metropolitana de Santiago;Nombrado;2
3652;2020.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Biobío;Nombrado;1
3653;2020.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Maule;Nombrado;1
3654;2020.0;II;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Región del Ñuble;Nombrado;1
3655;2020.0;II;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Región de Metropolitana de Santiago;Nombrado;1
3656;2020.0;II;Ministerio del Interior y Seguridad Pública;Oficina Nacional de Emergencia;Región de Metropolitana de Santiago;Nombrado;1
3657;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región de  Coquimbo;Nombrado;1
3658;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región de Los Lagos;Nombrado;1
3659;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región de Los Ríos;Nombrado;1
3660;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región de Tarapacá;Nombrado;1
3661;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región del Biobío;Nombrado;1
3662;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región del Libertador General Bernardo OHiggins;Nomina;1
3663;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región del Maule;Desierto;1
3664;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Región del Maule;Nombrado;1
3665;2020.0;II;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Región de Metropolitana de Santiago;Nombrado;2
3666;2020.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de  Valparaíso;Nombrado;1
3667;2020.0;II;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Región de Metropolitana de Santiago;Nombrado;1
3668;2020.0;II;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Región de Metropolitana de Santiago;Nombrado;2
3669;2020.0;II;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Región de Metropolitana de Santiago;Nombrado;4
3670;2020.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de  Atacama;Desierto;1
3671;2020.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de  Coquimbo;Nombrado;1
3672;2020.0;II;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Región de Metropolitana de Santiago;Nombrado;2
3673;2020.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Magallanes y de la Antártica Chilena;Nombrado;1
3674;2020.0;II;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Metropolitana de Santiago;Nombrado;1
3675;2020.0;II;Ministerio del Trabajo y Previsión Social;Superintendencia de  Pensiones;Región de Metropolitana de Santiago;Desierto;1
3676;2021.0;I;Administración Central;Consejo para la Transparencia;Región de Metropolitana de Santiago;Nombrado;1
3677;2021.0;I;Administración Central;Cuarto Tribunal Tributario Aduanero Región Metropolitana;Región de Metropolitana de Santiago;Nombrado;1
3678;2021.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región de Metropolitana de Santiago;Desierto;1
3679;2021.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región de Metropolitana de Santiago;Nombrado;6
3680;2021.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región del Maule;Desierto;1
3681;2021.0;I;Administración Central;Instituto Nacional de Derechos Humanos;Región del Maule;Nombrado;1
3682;2021.0;I;Administración Central;Primer Tribunal Ambiental;Región de Antofagasta;Nomina;4
3683;2021.0;I;Administración Central;Segundo Tribunal Ambiental;Región de Metropolitana de Santiago;Nomina;1
3684;2021.0;I;Autónomo;Defensoría de los Derechos de la Niñez;Región de Metropolitana de Santiago;Nombrado;1
3685;2021.0;I;Ministerio de Agricultura;Oficina de Estudios y Políticas Agrarias;Región de Metropolitana de Santiago;Nombrado;1
3686;2021.0;I;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Región de Metropolitana de Santiago;Nombrado;1
3687;2021.0;I;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Región de Metropolitana de Santiago;Nombrado;6
3688;2021.0;I;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Región de  Valparaíso;Nombrado;1
3689;2021.0;I;Ministerio de Educación;Agencia de Calidad de la Educación;Región de Metropolitana de Santiago;Nombrado;3
3690;2021.0;I;Ministerio de Educación;Centro de Formación Técnica de la Región de Coquimbo;Región de  Coquimbo;Nombrado;1
3691;2021.0;I;Ministerio de Educación;Centro de Formación Técnica de la Región de Los Lagos;Región de Los Lagos;Nombrado;1
3692;2021.0;I;Ministerio de Educación;Centro de Formación Técnica de la Región de Los Ríos;Región de Los Ríos;Nombrado;1
3693;2021.0;I;Ministerio de Educación;Centro de Formación Técnica de la Región de Tarapacá;Región de Tarapacá;Nombrado;1
3694;2021.0;I;Ministerio de Educación;Centro de Formación Técnica de la Región de Valparaíso;Región de  Valparaíso;Nombrado;1
3695;2021.0;I;Ministerio de Educación;Comisión Nacional de Acreditación;Región de Metropolitana de Santiago;Nombrado;5
3696;2021.0;I;Ministerio de Educación;Consejo de Rectores;Región de Metropolitana de Santiago;Nombrado;1
3697;2021.0;I;Ministerio de Educación;SLE de la Región de Tarapacá que comprende las comunas de Iquique y Alto Hospicio;Región de Tarapacá;Nombrado;1
3698;2021.0;I;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Región del Maule;Nombrado;1
3699;2021.0;I;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;1
3700;2021.0;I;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Región de Magallanes y de la Antártica Chilena;Nombrado;1
3701;2021.0;I;Ministerio de Educación;Servicio Local de Educación Pública de Punilla Cordillera;Región del Ñuble;Nombrado;1
3702;2021.0;I;Ministerio de Educación;Superintendencia de Educación Superior;Región de Metropolitana de Santiago;Nombrado;1
3703;2021.0;I;Ministerio de Hacienda;Unidad de Análisis Financiero;Región de Metropolitana de Santiago;Nombrado;1
3704;2021.0;I;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Región de Metropolitana de Santiago;Desierto;1
3705;2021.0;I;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Región de Metropolitana de Santiago;Nombrado;1
3706;2021.0;I;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Región de Metropolitana de Santiago;Nombrado;1
3707;2021.0;I;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Región de Metropolitana de Santiago;Desierto;1
3708;2021.0;I;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Región de Metropolitana de Santiago;Nombrado;1
3709;2021.0;I;Ministerio de Obras Públicas;Fondo de Infraestructuras;Región de Metropolitana de Santiago;Nombrado;5
3710;2021.0;I;Ministerio de Obras Públicas;Instituto Nacional de Hidráulica;Región de Metropolitana de Santiago;Nombrado;1
3711;2021.0;I;Ministerio de Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;Región de Metropolitana de Santiago;Nombrado;1
3712;2021.0;I;Ministerio de Salud;Servicio de Salud Arauco;Región del Biobío;Desierto;1
3713;2021.0;I;Ministerio de Salud;Servicio de Salud Chiloé;Región de Los Lagos;Nombrado;1
3714;2021.0;I;Ministerio de Salud;Servicio de Salud Concepción;Región del Biobío;Nombrado;1
3715;2021.0;I;Ministerio de Salud;Servicio de Salud O'Higgins;Región del Libertador General Bernardo OHiggins;Nombrado;1
3716;2021.0;I;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Antofagasta;Región de Antofagasta;Desierto;1
3717;2021.0;I;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Región de Metropolitana de Santiago;Desierto;1
3718;2021.0;I;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Región de Metropolitana de Santiago;Nombrado;1
3719;2021.0;I;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Región de Metropolitana de Santiago;Nombrado;1
3720;2021.0;II;Administración Central;Municipalidad de Catemu;Región de  Valparaíso;Nombrado;1
3721;2021.0;II;Administración Central;Municipalidad de La Ligua;Región de  Valparaíso;Nombrado;1
