id Cargo;RBD;Adscrito;Nivel;MINISTERIO;SERVICIO;Entidad;Cargo;Region
III 567;1710;DEEM;III;Educación;Corporación;Centro De Educacion De Adultos;Director/a;Valparaíso
III 568;1712;DEEM;III;Educación;Corporación;Escuela Villa Monte;Director/a;Valparaíso
III 569;1714;DEEM;III;Educación;Corporación;Escuela Santa Maria De Agua Santa;Director/a;Valparaíso
III 57;187;DEEM;III;Educación;Municipal DAEM;Escuela Vertiente Del Saber;Director/a;Tarapacá
III 570;1716;DEEM;III;Educación;Corporación;Escuela Villa Independencia;Director/a;Valparaíso
III 571;1717;DEEM;III;Educación;Corporación;Escuela Cardenal Jose Maria Caro;Director/a;Valparaíso
III 572;1718;DEEM;III;Educación;Corporación;Escuela Eduardo Lezana Pincheira;Director/a;Valparaíso
III 573;1720;DEEM;III;Educación;Corporación;Escuela Marcela Paz;Director/a;Valparaíso
III 574;1721;DEEM;III;Educación;Corporación;Escuela Basica Republica Del Libano;Director/a;Valparaíso
III 575;1722;DEEM;III;Educación;Corporación;Escuela Basica Dr Aldo Francia Boido;Director/a;Valparaíso
III 576;1724;DEEM;III;Educación;Corporación;Escuela Presidente Eduardo Frei Montalva;Director/a;Valparaíso
III 577;1728;DEEM;III;Educación;Corporación;Escuela Basica Luisa Nieto De Hamel;Director/a;Valparaíso
III 578;1732;DEEM;III;Educación;Corporación;Escuela Violeta Parra;Director/a;Valparaíso
III 579;1851;DEEM;III;Educación;Municipal DAEM;Liceo Politecnico Quintero;Director/a;Valparaíso
III 58;188;DEEM;III;Educación;Municipal DAEM;Esc. Matilla De Nueva Extremadura;Director/a;Tarapacá
III 580;1853;DEEM;III;Educación;Municipal DAEM;Colegio Costa Mauco;Director/a;Valparaíso
III 581;1855;DEEM;III;Educación;Municipal DAEM;Escuela Basica Republica De Francia;Director/a;Valparaíso
III 582;1856;DEEM;III;Educación;Municipal DAEM;Escuela Mantagua;Director/a;Valparaíso
III 583;1863;DEEM;III;Educación;Municipal DAEM;Colegio General Jose Velasquez Borquez;Director/a;Valparaíso
III 584;1864;DEEM;III;Educación;Municipal DAEM;Complejo Educacional Sargento Aldea;Director/a;Valparaíso
III 585;1871;DEEM;III;Educación;Municipal DAEM;Escuela Basica El Rincon;Director/a;Valparaíso
III 586;1880;DEEM;III;Educación;Corporación;Colegio Andres Bello Lopez;Director/a;Valparaíso
III 587;1882;DEEM;III;Educación;Corporación;Liceo Guillermo Gronemeyer Zamorano;Director/a;Valparaíso
III 588;1884;DEEM;III;Educación;Corporación;Liceo Comercial Alejandro Lubet V;Director/a;Valparaíso
III 589;1885;DEEM;III;Educación;Corporación;Colegio Capitan Ignacio Carrera Pinto;Director/a;Valparaíso
III 59;191;DEEM;III;Educación;Corporación;Lic. Alcde.Sergio Gonzalez Gutierrez;Director/a;Tarapacá
III 590;1886;DEEM;III;Educación;Corporación;Escuela Manuel Bulnes Prieto;Director/a;Valparaíso
III 591;1887;DEEM;III;Educación;Corporación;Escuela Guardiamarina Guillermo Zanartu I.;Director/a;Valparaíso
III 592;1888;DEEM;III;Educación;Corporación;Esc.Cdte. Eleuterio Ramirez Molina;Director/a;Valparaíso
III 593;1889;DEEM;III;Educación;Corporación;Colegio Fernando Duran Villarreal;Director/a;Valparaíso
III 594;1890;DEEM;III;Educación;Corporación;Colegio Jose Miguel Infante;Director/a;Valparaíso
III 595;1891;DEEM;III;Educación;Corporación;Escuela Basica Jorge Rock Lara;Director/a;Valparaíso
III 596;1892;DEEM;III;Educación;Corporación;Escuela Basica Gaspar Cabrales;Director/a;Valparaíso
III 597;1893;DEEM;III;Educación;Corporación;Escuela Basica Dario Salas;Director/a;Valparaíso
III 598;1894;DEEM;III;Educación;Corporación;Centro De Educacion De Adultos;Director/a;Valparaíso
III 599;1895;DEEM;III;Educación;Corporación;Liceo Tecnico Profesional Mannheim;Director/a;Valparaíso
III 6;7;DEEM;III;Educación;Municipal DAEM;L. Poli. Antonio Varas De La Barra;Director/a;Arica Y Parinacota
III 60;193;DEEM;III;Educación;Corporación;Escuela Basica Pozo Almonte;Director/a;Tarapacá
III 600;1898;DEEM;III;Educación;Corporación;Escuela Theodor Heuss;Director/a;Valparaíso
III 601;1899;DEEM;III;Educación;Corporación;Escuela Teniente Ignacio Serrano Montaner;Director/a;Valparaíso
III 602;1900;DEEM;III;Educación;Corporación;Escuela Los Molles De Marga Marga;Director/a;Valparaíso
III 603;1901;DEEM;III;Educación;Corporación;Escuela Santiago Bueras;Director/a;Valparaíso
III 604;1903;DEEM;III;Educación;Corporación;Escuela Vicente Edwards Pinto;Director/a;Valparaíso
III 605;1958;DEEM;III;Educación;Corporación;Liceo Tecnologico Villa Alemana;Director/a;Valparaíso
III 606;1959;DEEM;III;Educación;Corporación;Windmill College;Director/a;Valparaíso
III 607;1961;DEEM;III;Educación;Corporación;Escuela Latina Ines Gallardo Orellana;Director/a;Valparaíso
III 608;1963;DEEM;III;Educación;Corporación;Escuela Basica Diego Barros Arana;Director/a;Valparaíso
III 609;1965;DEEM;III;Educación;Corporación;Colegio Italo Composto Scarpati;Director/a;Valparaíso
III 61;195;DEEM;III;Educación;Corporación;Escuela Basica La Tirana;Director/a;Tarapacá
III 610;1966;DEEM;III;Educación;Corporación;Escuela Basica Catalunya;Director/a;Valparaíso
III 611;1967;DEEM;III;Educación;Corporación;Liceo Bicentenario Técnico Profesional Mary Graham;Director/a;Valparaíso
III 612;1968;DEEM;III;Educación;Corporación;Escuela Melvin Jones;Director/a;Valparaíso
III 613;1969;DEEM;III;Educación;Corporación;Colegio Charles Darwin;Director/a;Valparaíso
III 614;1970;DEEM;III;Educación;Corporación;Escuela Diego Portales;Director/a;Valparaíso
III 615;1971;DEEM;III;Educación;Corporación;Escuela Manuel Montt;Director/a;Valparaíso
III 616;1972;DEEM;III;Educación;Corporación;Escuela De Educ. Diferencial Nuevo Amanecer;Director/a;Valparaíso
III 617;1973;DEEM;III;Educación;Corporación;Escuela Vicealmirante Arturo Wilson N.;Director/a;Valparaíso
III 618;1975;DEEM;III;Educación;Corporación;Escuela Juan Bautista Alberdi;Director/a;Valparaíso
III 619;1976;DEEM;III;Educación;Corporación;Escuela El Patagual;Director/a;Valparaíso
III 62;196;DEEM;III;Educación;Corporación;Escuela Basica Huatacondo;Director/a;Tarapacá
III 620;1996;DEEM;III;Educación;Municipal DAEM;Liceo Manuel De Salas;Director/a;Valparaíso
III 621;1997;DEEM;III;Educación;Municipal DAEM;Escuela Domingo Ortiz De Rozas;Director/a;Valparaíso
III 622;1998;DEEM;III;Educación;Municipal DAEM;Escuela Arturo Echazarreta Larrain;Director/a;Valparaíso
III 623;1999;DEEM;III;Educación;Municipal DAEM;Escuela Manuel Bravo Reyes;Director/a;Valparaíso
III 624;2000;DEEM;III;Educación;Municipal DAEM;Escuela Los Maitenes;Director/a;Valparaíso
III 625;2003;DEEM;III;Educación;Municipal DAEM;Escuela San Pedro De Quintay;Director/a;Valparaíso
III 626;2005;DEEM;III;Educación;Municipal DAEM;Escuela Basica Lagunillas;Director/a;Valparaíso
III 627;2009;DEEM;III;Educación;Municipal DAEM;Colegio Insular Robinson Crusoe;Director/a;Valparaíso
III 628;2011;DEEM;III;Educación;Municipal DAEM;Escuela Especial Divino Maestro;Director/a;Valparaíso
III 629;2012;DEEM;III;Educación;Municipal DAEM;Profesor Juan Dante Parraguez Arellano;Director/a;Valparaíso
III 63;199;DEEM;III;Educación;Municipal DAEM;Liceo Domingo Latrille Lastaunou;Director/a;Antofagasta
III 630;2013;DEEM;III;Educación;Municipal DAEM;Inst.Comercial Maritimo Pacifico Sur;Director/a;Valparaíso
III 631;2014;DEEM;III;Educación;Municipal DAEM;Escuela Poeta Pablo Neruda;Director/a;Valparaíso
III 632;2017;DEEM;III;Educación;Municipal DAEM;Escuela Villa Las Dunas;Director/a;Valparaíso
III 633;2018;DEEM;III;Educación;Municipal DAEM;Escuela Movilizadores Portuarios;Director/a;Valparaíso
III 634;2019;DEEM;III;Educación;Municipal DAEM;Escuela Espana;Director/a;Valparaíso
III 635;2020;DEEM;III;Educación;Municipal DAEM;Grupo Escolar Sor Teresa De Los Andes;Director/a;Valparaíso
III 636;2021;DEEM;III;Educación;Municipal DAEM;Padre Andre Coindre;Director/a;Valparaíso
III 637;2022;DEEM;III;Educación;Municipal DAEM;Escuela Basica San Jose De Calasanz;Director/a;Valparaíso
III 638;2023;DEEM;III;Educación;Municipal DAEM;Escuela Cristo Del Maipo;Director/a;Valparaíso
III 639;2025;DEEM;III;Educación;Municipal DAEM;Escuela Pre-Basica Peter Pan;Director/a;Valparaíso
III 64;200;DEEM;III;Educación;Municipal DAEM;Liceo Politecnico Diego Portales P.;Director/a;Antofagasta
III 640;2026;DEEM;III;Educación;Municipal DAEM;Escuela Basica Cerro Placilla;Director/a;Valparaíso
III 641;2037;DEEM;III;Educación;Municipal DAEM;Eduardo Fernandez De Asturias;Director/a;Valparaíso
III 642;2064;DEEM;III;Educación;Municipal DAEM;Liceo Poeta Vicente Huidobro;Director/a;Valparaíso
III 643;2065;DEEM;III;Educación;Municipal DAEM;Escuela Presidente Aguirre Cerda;Director/a;Valparaíso
III 644;2066;DEEM;III;Educación;Municipal DAEM;Liceo Eugenia Subercaseaux;Director/a;Valparaíso
III 645;2068;DEEM;III;Educación;Municipal DAEM;Escuela Carmen Romero Aguirre;Director/a;Valparaíso
III 646;2074;DEEM;III;Educación;Municipal DAEM;Escuela Basica Las Cruces;Director/a;Valparaíso
III 647;2075;DEEM;III;Educación;Municipal DAEM;Colegio El Tabo;Director/a;Valparaíso
III 648;2078;DEEM;III;Educación;Municipal DAEM;Liceo Clara Solovera;Director/a;Valparaíso
III 649;2079;DEEM;III;Educación;Municipal DAEM;Escuela Poeta Neruda De Isla Negra;Director/a;Valparaíso
III 65;201;DEEM;III;Educación;Municipal DAEM;Escuela Carlos Condell De La Haza;Director/a;Antofagasta
III 650;2081;DEEM;III;Educación;Municipal DAEM;Escuela El Totoral;Director/a;Valparaíso
III 651;2084;DEEM;III;Educación;Municipal DAEM;Colegio Carlos Alessandri Altamirano;Director/a;Valparaíso
III 652;2085;DEEM;III;Educación;Municipal DAEM;Escuela Basica Rural El Yeco;Director/a;Valparaíso
III 653;2091;DEEM;III;Educación;Municipal DAEM;Colegio People Help People;Director/a;Valparaíso
III 654;2101;DEEM;III;Educación;Municipal DAEM;Colegio Basico Lorenzo Baeza Vega;Director/a;Valparaíso
III 655;2104;DEEM;III;Educación;Corporación;Liceo Comercial Diego Portales;Director/a;OHiggins
III 656;2109;DEEM;III;Educación;Corporación;Liceo Maria Luisa Bombal;Director/a;OHiggins
III 657;2110;DEEM;III;Educación;Corporación;Liceo Municipal Oscar Castro Zuniga;Director/a;OHiggins
III 658;2111;DEEM;III;Educación;Corporación;Liceo Municipal Jose Victorino Lastarria;Director/a;OHiggins
III 659;2112;DEEM;III;Educación;Corporación;Escuela Municipal Moises Mussa;Director/a;OHiggins
III 66;203;DEEM;III;Educación;Municipal DAEM;Escuela Pablo Neruda;Director/a;Antofagasta
III 660;2114;DEEM;III;Educación;Corporación;Escuela Municipal Marcela Paz;Director/a;OHiggins
III 661;2116;DEEM;III;Educación;Corporación;Colegio Municipal Eduardo De Geyter;Director/a;OHiggins
III 662;2118;DEEM;III;Educación;Corporación;Colegio Espana;Director/a;OHiggins
III 663;2119;DEEM;III;Educación;Corporación;Escuela Municipal Manuel Rodriguez;Director/a;OHiggins
III 664;2120;DEEM;III;Educación;Corporación;Escuela Municipal Mineral El Teniente;Director/a;OHiggins
III 665;2121;DEEM;III;Educación;Corporación;Colegio Republica Argentina;Director/a;OHiggins
III 666;2122;DEEM;III;Educación;Corporación;Escuela Municipal El Cobre;Director/a;OHiggins
III 667;2123;DEEM;III;Educación;Corporación;Instituto Tecnologico Minero Bernardo Ohiggins;Director/a;OHiggins
III 668;2124;DEEM;III;Educación;Corporación;Liceo Integrado Libertador Simón Bolivar;Director/a;OHiggins
III 669;2125;DEEM;III;Educación;Corporación;Colegio Pablo Garrido;Director/a;OHiggins
III 67;204;DEEM;III;Educación;Municipal DAEM;Escuela L.Gral.Bernardo O´Higgins R.;Director/a;Antofagasta
III 670;2126;DEEM;III;Educación;Corporación;Col. Jose A. Manso De Velasco Y S.;Director/a;OHiggins
III 671;2129;DEEM;III;Educación;Corporación;Colegio Aurora De Chile;Director/a;OHiggins
III 672;2131;DEEM;III;Educación;Corporación;Escuela Municipal Carlos Miranda Miranda;Director/a;OHiggins
III 673;2132;DEEM;III;Educación;Corporación;Escuela Municipal Patricio Mekis;Director/a;OHiggins
III 674;2133;DEEM;III;Educación;Corporación;Col.Especial Dr. Ricardo Olea Guldemont;Director/a;OHiggins
III 675;2134;DEEM;III;Educación;Corporación;Liceo Comercial Jorge Alessandri R.;Director/a;OHiggins
III 676;2135;DEEM;III;Educación;Corporación;Escuela Municipal Jean Piaget;Director/a;OHiggins
III 677;2136;DEEM;III;Educación;Corporación;Escuela Municipal Isabel Riquelme;Director/a;OHiggins
III 678;2138;DEEM;III;Educación;Corporación;Escuela Municipal Alberto Blest Gana;Director/a;OHiggins
III 679;2139;DEEM;III;Educación;Corporación;Escuela Municipal Virginia Bravo;Director/a;OHiggins
III 68;205;DEEM;III;Educación;Municipal DAEM;Escuela Arturo Prat Chacon;Director/a;Antofagasta
III 680;2140;DEEM;III;Educación;Corporación;Escuela Municipal Augusto D Halmar;Director/a;OHiggins
III 681;2143;DEEM;III;Educación;Corporación;Escuela Municipal Hermanos Carrera;Director/a;OHiggins
III 682;2205;DEEM;III;Educación;Municipal DAEM;Liceo Profesor Misael Lobos Monroy;Director/a;OHiggins
III 683;2206;DEEM;III;Educación;Municipal DAEM;Escuela Sixto Mendez Parada;Director/a;OHiggins
III 684;2207;DEEM;III;Educación;Municipal DAEM;Escuela Hernan Olguin Maybe;Director/a;OHiggins
III 685;2209;DEEM;III;Educación;Municipal DAEM;Colegio Antonio Trdan Arko;Director/a;OHiggins
III 686;2210;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Villa La Compania;Director/a;OHiggins
III 687;2212;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Tuniche;Director/a;OHiggins
III 688;2222;DEEM;III;Educación;Municipal DAEM;Liceo Alberto Hurtado;Director/a;OHiggins
III 689;2223;DEEM;III;Educación;Municipal DAEM;Colegio Andres Bello;Director/a;OHiggins
III 69;207;DEEM;III;Educación;Municipal DAEM;Esc. Especial Pedro Aguirre Cerda;Director/a;Antofagasta
III 690;2224;DEEM;III;Educación;Municipal DAEM;Liceo Elvira Sanchez De Garces;Director/a;OHiggins
III 691;2226;DEEM;III;Educación;Municipal DAEM;Esc. Hijos Del Sol;Director/a;OHiggins
III 692;2227;DEEM;III;Educación;Municipal DAEM;Esc. San Francisco De Asis;Director/a;OHiggins
III 693;2228;DEEM;III;Educación;Municipal DAEM;Escuela El Rincon;Director/a;OHiggins
III 694;2231;DEEM;III;Educación;Municipal DAEM;Colegio Del Camino Real;Director/a;OHiggins
III 695;2234;DEEM;III;Educación;Municipal DAEM;Colegio Jesus Andino;Director/a;OHiggins
III 696;2235;DEEM;III;Educación;Municipal DAEM;Colegio Mariano Latorre;Director/a;OHiggins
III 697;2236;DEEM;III;Educación;Municipal DAEM;Escuela Eugenio Garcia Fernandez;Director/a;OHiggins
III 698;2237;DEEM;III;Educación;Municipal DAEM;Colegio Municipal De Callejones;Director/a;OHiggins
III 699;2238;DEEM;III;Educación;Municipal DAEM;Colegio Santa Teresa De Tunca;Director/a;OHiggins
III 7;8;DEEM;III;Educación;Municipal DAEM;Colegio Integrado Eduardo Frei Montalva;Director/a;Arica Y Parinacota
III 70;210;DEEM;III;Educación;Municipal DAEM;Escuela Arturo Perez Canto;Director/a;Antofagasta
III 700;2240;DEEM;III;Educación;Municipal DAEM;Colegio Municipal Cristo Del Parque;Director/a;OHiggins
III 701;2243;DEEM;III;Educación;Municipal DAEM;Colegio Natalia Peralta P;Director/a;OHiggins
III 702;2246;DEEM;III;Educación;Municipal DAEM;Colegio Juan Tachoire Moena;Director/a;OHiggins
III 703;2247;DEEM;III;Educación;Municipal DAEM;Colegio Gabriela Mistral;Director/a;OHiggins
III 704;2248;DEEM;III;Educación;Municipal DAEM;Parvulario Gral. O. Bonilla;Director/a;OHiggins
III 705;2249;DEEM;III;Educación;Municipal DAEM;Colegio Los Llanos;Director/a;OHiggins
III 706;2250;DEEM;III;Educación;Municipal DAEM;Col. Sta. Teresa De Los Andes;Director/a;OHiggins
III 707;2251;DEEM;III;Educación;Municipal DAEM;Colegio Bellavista;Director/a;OHiggins
III 708;2262;DEEM;III;Educación;Municipal DAEM;Col.Maria Villalobos Arteaga;Director/a;OHiggins
III 709;2264;DEEM;III;Educación;Municipal DAEM;Escuela Nuestra Sra. De La Merced;Director/a;OHiggins
III 71;211;DEEM;III;Educación;Municipal DAEM;Liceo H.C. T.P. Maria Elena;Director/a;Antofagasta
III 710;2265;DEEM;III;Educación;Municipal DAEM;Escuela Berta Saavedra Segura;Director/a;OHiggins
III 711;2266;DEEM;III;Educación;Municipal DAEM;Escuela Basica Campo Lindo;Director/a;OHiggins
III 712;2267;DEEM;III;Educación;Municipal DAEM;Esc. Republica De Francia;Director/a;OHiggins
III 713;2275;DEEM;III;Educación;Municipal DAEM;Escuela David Del Curto;Director/a;OHiggins
III 714;2279;DEEM;III;Educación;Municipal DAEM;Escuela Canada;Director/a;OHiggins
III 715;2280;DEEM;III;Educación;Municipal DAEM;Liceo Politecnico Tomas Marin De Poveda;Director/a;OHiggins
III 716;2282;DEEM;III;Educación;Municipal DAEM;Colegio Municipal Lo De Lobo;Director/a;OHiggins
III 717;2283;DEEM;III;Educación;Municipal DAEM;Liceo Luis Urbina Flores;Director/a;OHiggins
III 718;2284;DEEM;III;Educación;Municipal DAEM;Escuela La Paz;Director/a;OHiggins
III 719;2285;DEEM;III;Educación;Municipal DAEM;Colegio Manuel Francisco Correa;Director/a;OHiggins
III 72;217;DEEM;III;Educación;Corporación;Liceo Luis Cruz Martinez;Director/a;Antofagasta
III 720;2286;DEEM;III;Educación;Municipal DAEM;Colegio Municipal Luis Galdames;Director/a;OHiggins
III 721;2288;DEEM;III;Educación;Municipal DAEM;Escuela Carlos Condell De La Haza;Director/a;OHiggins
III 722;2289;DEEM;III;Educación;Municipal DAEM;Escuela Republica De Alemania;Director/a;OHiggins
III 723;2291;DEEM;III;Educación;Municipal DAEM;Escuela Diferencial Teresa Naretto De Nicoletti;Director/a;OHiggins
III 724;2292;DEEM;III;Educación;Municipal DAEM;Escuela Vicente Huidobro;Director/a;OHiggins
III 725;2293;DEEM;III;Educación;Municipal DAEM;Colegio Municipal Los Choapinos;Director/a;OHiggins
III 726;2294;DEEM;III;Educación;Municipal DAEM;Colegio Municipal La Esmeralda;Director/a;OHiggins
III 727;2296;DEEM;III;Educación;Municipal DAEM;Colegio Municipal Lo Cartagena;Director/a;OHiggins
III 728;2297;DEEM;III;Educación;Municipal DAEM;Escuela Gustavo Bisquertt S.;Director/a;OHiggins
III 729;2299;DEEM;III;Educación;Municipal DAEM;Colegio Municipal El Cerrillo;Director/a;OHiggins
III 73;218;DEEM;III;Educación;Corporación;Liceo Francisco De Aguirre;Director/a;Antofagasta
III 730;2300;DEEM;III;Educación;Municipal DAEM;Escuela La Isla Emma Escobar De Lagos;Director/a;OHiggins
III 731;2301;DEEM;III;Educación;Municipal DAEM;Colegio Municipal De Apalta;Director/a;OHiggins
III 732;2304;DEEM;III;Educación;Municipal DAEM;Colegio Municipal Villa Del Cobil;Director/a;OHiggins
III 733;2307;DEEM;III;Educación;Municipal DAEM;Escuela Marta Avaria Salvatierra;Director/a;OHiggins
III 734;2310;DEEM;III;Educación;Municipal DAEM;Esc.Alcides Reyes Frias;Director/a;OHiggins
III 735;2311;DEEM;III;Educación;Municipal DAEM;Escuela Pelequen;Director/a;OHiggins
III 736;2312;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Panquehue;Director/a;OHiggins
III 737;2313;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Limahue;Director/a;OHiggins
III 738;2314;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Corcolen;Director/a;OHiggins
III 739;2318;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Pelequen Viejo;Director/a;OHiggins
III 74;219;DEEM;III;Educación;Corporación;Liceo Politecnico Cesareo Aguirre G.;Director/a;Antofagasta
III 740;2319;DEEM;III;Educación;Municipal DAEM;Liceo Republica De Italia;Director/a;OHiggins
III 741;2320;DEEM;III;Educación;Municipal DAEM;Violeta Fuentes Carvajal;Director/a;OHiggins
III 742;2321;DEEM;III;Educación;Municipal DAEM;Escuela Amparo Rayo Horta;Director/a;OHiggins
III 743;2324;DEEM;III;Educación;Municipal DAEM;Escuela Jaime Feldman Miller;Director/a;OHiggins
III 744;2325;DEEM;III;Educación;Municipal DAEM;Colegio Raúl Ramírez Mayol;Director/a;OHiggins
III 745;2327;DEEM;III;Educación;Municipal DAEM;Colegio Municipal De Educacion Especial;Director/a;OHiggins
III 746;2328;DEEM;III;Educación;Corporación;Escuela Especial Paula Jaraquemada;Director/a;OHiggins
III 747;2329;DEEM;III;Educación;Corporación;Liceo Ignacio Carrera Pinto;Director/a;OHiggins
III 748;2330;DEEM;III;Educación;Corporación;Esc.Carmen Gallegos De Roble;Director/a;OHiggins
III 749;2331;DEEM;III;Educación;Corporación;Centro Educ. Requegua;Director/a;OHiggins
III 75;220;DEEM;III;Educación;Corporación;Liceo Minero América;Director/a;Antofagasta
III 750;2333;DEEM;III;Educación;Corporación;Esc.Guido Assis Gonzalez;Director/a;OHiggins
III 751;2334;DEEM;III;Educación;Corporación;Escuela Municipal Rastrojos;Director/a;OHiggins
III 752;2335;DEEM;III;Educación;Corporación;Esc. Enrique Yanez Gonzalez;Director/a;OHiggins
III 753;2336;DEEM;III;Educación;Corporación;Escuela El Libertador;Director/a;OHiggins
III 754;2338;DEEM;III;Educación;Corporación;Esc.Juan Barros Roldan;Director/a;OHiggins
III 755;2339;DEEM;III;Educación;Corporación;Escuela Municipal Zuniga;Director/a;OHiggins
III 756;2347;DEEM;III;Educación;Corporación;Esc.Parroco M.Bustamante;Director/a;OHiggins
III 757;2348;DEEM;III;Educación;Corporación;Escuela Municipal Vina Tagua Tagua;Director/a;OHiggins
III 758;2359;DEEM;III;Educación;Municipal DAEM;Escuela Larmahue;Director/a;OHiggins
III 759;2360;DEEM;III;Educación;Municipal DAEM;Centro Educativo Siglo Xxi;Director/a;OHiggins
III 76;222;DEEM;III;Educación;Corporación;Centro Educ.Integral De Adultos C.E.I.A;Director/a;Antofagasta
III 760;2361;DEEM;III;Educación;Municipal DAEM;Escuela Enrique Serrano De Viale Rigo;Director/a;OHiggins
III 761;2362;DEEM;III;Educación;Municipal DAEM;Escuela Amelia Lynch De Lyon;Director/a;OHiggins
III 762;2363;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De San Roberto;Director/a;OHiggins
III 763;2365;DEEM;III;Educación;Municipal DAEM;Escuela Basica Pataguas Cerro;Director/a;OHiggins
III 764;2366;DEEM;III;Educación;Municipal DAEM;Escuela Fernando Huerta Pena;Director/a;OHiggins
III 765;2374;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Caleuche;Director/a;OHiggins
III 766;2375;DEEM;III;Educación;Municipal DAEM;Liceo Latinoamericano;Director/a;OHiggins
III 767;2378;DEEM;III;Educación;Municipal DAEM;Liceo Jean Buchanan De Larrain;Director/a;OHiggins
III 768;2379;DEEM;III;Educación;Municipal DAEM;Escuela Basica Antonio De Zuniga;Director/a;OHiggins
III 769;2380;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Alcalde G. Burmester;Director/a;OHiggins
III 77;223;DEEM;III;Educación;Corporación;Escuela Claudio Arrau;Director/a;Antofagasta
III 770;2381;DEEM;III;Educación;Municipal DAEM;Escuela Juan Valdes Ortuzar;Director/a;OHiggins
III 771;2384;DEEM;III;Educación;Municipal DAEM;Escuela Basica Rosario De Codao;Director/a;OHiggins
III 772;2387;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Osvaldo Ruiz Garcia;Director/a;OHiggins
III 773;2388;DEEM;III;Educación;Municipal DAEM;Escuela Munic.Sbte Luis Cruz Martinez;Director/a;OHiggins
III 774;2389;DEEM;III;Educación;Municipal DAEM;Colegio Nuestra Señora De Loreto;Director/a;OHiggins
III 775;2390;DEEM;III;Educación;Municipal DAEM;Colegio Quillayquen Rinconada De Parral;Director/a;OHiggins
III 776;2391;DEEM;III;Educación;Municipal DAEM;Esc. Subteniente Julio Montt Salamanca;Director/a;OHiggins
III 777;2392;DEEM;III;Educación;Municipal DAEM;Esc. Lucila Godoy Alcayaga;Director/a;OHiggins
III 778;2393;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Lo De Cuevas;Director/a;OHiggins
III 779;2394;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Josefina Vial De Vial;Director/a;OHiggins
III 78;224;DEEM;III;Educación;Corporación;Escuela Grecia;Director/a;Antofagasta
III 780;2395;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Vina La Cruz;Director/a;OHiggins
III 781;2396;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Rinconada De Idahue;Director/a;OHiggins
III 782;2397;DEEM;III;Educación;Municipal DAEM;Escuela Capitan Ignacio Carrera Pinto;Director/a;OHiggins
III 783;2398;DEEM;III;Educación;Municipal DAEM;Escuela Subtte. Arturo Perez Canto;Director/a;OHiggins
III 784;2406;DEEM;III;Educación;Municipal DAEM;Liceo Municipal Luis Gregorio Valenzuela Lavin;Director/a;OHiggins
III 785;2407;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Chillehue;Director/a;OHiggins
III 786;2409;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Copequen;Director/a;OHiggins
III 787;2410;DEEM;III;Educación;Municipal DAEM;Escuela Municipal El Rulo;Director/a;OHiggins
III 788;2411;DEEM;III;Educación;Municipal DAEM;Liceo Claudio Arrau Leon;Director/a;OHiggins
III 789;2412;DEEM;III;Educación;Municipal DAEM;Escuela Laura Matus Melendez;Director/a;OHiggins
III 79;225;DEEM;III;Educación;Corporación;Escuela Republica De Bolivia;Director/a;Antofagasta
III 790;2413;DEEM;III;Educación;Municipal DAEM;Esc. De Parvulos Mis Primeros Pasos;Director/a;OHiggins
III 791;2414;DEEM;III;Educación;Municipal DAEM;Colegio Municipal La Isla;Director/a;OHiggins
III 792;2415;DEEM;III;Educación;Municipal DAEM;Escuela Lo Miranda;Director/a;OHiggins
III 793;2416;DEEM;III;Educación;Municipal DAEM;Colegio Republica De Chile;Director/a;OHiggins
III 794;2420;DEEM;III;Educación;Municipal DAEM;Escuela Plazuela;Director/a;OHiggins
III 795;2422;DEEM;III;Educación;Municipal DAEM;Liceo Francisco Antonio Encina Armanet;Director/a;OHiggins
III 796;2423;DEEM;III;Educación;Municipal DAEM;Escuela Basica Romilio Arellano Troncoso;Director/a;OHiggins
III 797;2424;DEEM;III;Educación;Municipal DAEM;Escuela Osvaldo Correa Fuenzalida;Director/a;OHiggins
III 798;2425;DEEM;III;Educación;Municipal DAEM;Escuela Municipal De Los Aromos;Director/a;OHiggins
III 799;2426;DEEM;III;Educación;Municipal DAEM;Esc. Contramaestre Constantino Micalvi;Director/a;OHiggins
III 8;9;DEEM;III;Educación;Municipal DAEM;Escuela Republica De Israel;Director/a;Arica Y Parinacota
III 80;226;DEEM;III;Educación;Corporación;Escuela Basica Emilio Sotomayor;Director/a;Antofagasta
III 800;2427;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Maestro Jorge Lopez Osorio;Director/a;OHiggins
