Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Mes envío nómina;Año Envío Nómina;Fecha Envío Nómina
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional  de Los Lagos;dic;2019;13-12-2019
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Contador/a General;ene;2019;28-01-2019
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Fiscalización;nov;2019;15-11-2019
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Valparaíso;mar;2019;07-03-2019
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Oriente;nov;2019;11-11-2019
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Fiscalía;nov;2019;21-11-2019
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Arica, Región de Arica y Parinacota;sep;2019;25-09-2019
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Tarapacá;jul;2019;08-07-2019
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Calidad Educativa;feb;2019;07-02-2019
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Los Ríos;jun;2019;13-06-2019
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Sur;feb;2019;04-02-2019
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región del Maule;ene;2019;21-01-2019
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe de División Adopción y Gestión de Usuarios;jul;2019;05-07-2019
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Antofagasta;ene;2019;21-01-2019
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Valparaíso;abr;2019;16-04-2019
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Jefe/a Departamento Jurídico;jun;2019;28-06-2019
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;dic;2019;04-12-2019
Nivel II;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Comisión Nacional de Investigación Científica y Tecnológica;Jefe/a Departamento Función Administración y Finanzas;sep;2019;13-09-2019
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;jul;2019;25-07-2019
Nivel I;No Adscrito;Otros Organismos;Tribunal Tributario Aduanero Región Los Lagos;Secretario/a Abogado/a Región Los Lagos;ago;2019;06-08-2019
Nivel I;No Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a de Desarrollo;jul;2019;03-07-2019
Nivel I;No Adscrito;Otros Organismos;Tribunal Tributario Aduanero Región Valparaíso;Juez/a Tributario/a y Aduanero/a Región Valparaíso;ago;2019;06-08-2019
Nivel I;No Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a de Fiscalización y Promoción;jul;2019;03-07-2019
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional Región de Aysen;ago;2019;14-08-2019
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Universitario/a (Vinculación Universidad incluida Región Metropolitana – 6 años);ene;2019;18-01-2019
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Universitario/a (Vinculación Universidad distinta Región Metropolitana – 6 años);ene;2019;18-01-2019
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Técnico Profesional (Vinculación Universidad distinta Región Metropolitana – 6 años);ene;2019;18-01-2019
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Técnico Profesional (Vinculación Universidad incluida Región Metropolitana – 6 años);ene;2019;18-01-2019
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado Conicyt;ene;2019;28-01-2019
Nivel I;No Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado/a Experto en Regulación Economica;may;2019;28-05-2019
Nivel I;No Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado/a Experto en Gestión de Educación Superior-SubSistema Universitario;may;2019;28-05-2019
Nivel I;No Adscrito;Ministerio de Minería;Corporación Nacional del Cobre;Director/a;mar;2019;07-03-2019
Nivel I;No Adscrito;Ministerio de Minería;Corporación Nacional del Cobre;Director/a;mar;2019;07-03-2019
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Los Ríos;abr;2019;30-04-2019
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Suplente Licenciado/a en Ciencias;ago;2019;27-08-2019
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Titular Abogado/a;may;2019;28-05-2019
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Titular Abogado/a;ago;2019;14-08-2019
Nivel I;No Adscrito;Ministerio de Educación;Centro de Formación Técnica de la Región de Aysén de Magallanes y Antártica Chilena;Rector/a;may;2019;23-05-2019
Nivel I;No Adscrito;Ministerio de Educación;Centro de Formación Técnica de la Región de Metropolitana;Rector/a;may;2019;23-05-2019
Nivel I;No Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a de la Unidad Administradora de los Tribunales Tributario/as y Aduanero/as;abr;2019;18-04-2019
Nivel I;No Adscrito;Autónomo;Centro de Formación Técnica de la Región de Atacama;Rector/a;dic;2019;19-12-2019
Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Suplente Abogado;ene;2019;17-01-2019
Nivel I;No Adscrito;Autónomo;Centro de Formación Técnica de la Región de Arica y Parinacota;Rector/a;dic;2019;19-12-2019
Nivel I;No Adscrito;Autónomo;Defensoría de los Derechos de la Niñez;Director/a Unidad de Protección de Derechos y Representación Judicial;oct;2019;01-10-2019
Nivel I;No Adscrito;Ministerio de Educación;Centro de Formación Técnica de la Región de Antofagasta;Rector/a;may;2019;23-05-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Cerrillos;Jefe/a Departamento de Administración de Educación Municipal de Cerrillos;jul;2019;30-07-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Angol;Jefe/a Departamento de Administración de Educación Municipal de Angol;abr;2019;26-04-2019
Nivel II;No Adscrito;Administración local;Municipalidad de La Pintana;Jefe/a Departamento de Administración de Educación Municipal de La Pintana;oct;2019;14-10-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Curanilahue;Jefe/a de Departamento de Administración de Educación Municipal de Curanilahue;dic;2019;10-12-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Catemu;Jefer/a Departamento de Administración de Educación Municipal;mar;2019;22-03-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Aysén;Jefe/a Departamento de Administración de Educación Municipal;nov;2019;25-11-2019
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Director/a Regional Valparaíso;abr;2019;26-04-2019
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Función: Gestión Interna;jun;2019;05-06-2019
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Director/a Regional Antofagasta;dic;2019;13-12-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Tocopilla;Jefe/a Departamento de Administración de Educación Municipal de Tocopilla;ene;2019;08-01-2019
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Registro y Funcionamiento de Partidos Politicos;ago;2019;27-08-2019
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Director/a Regional Coquimbo;sep;2019;13-09-2019
Nivel II;No Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente/a de Redes y Competitividad;may;2019;02-05-2019
Nivel II;No Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente Capacidades Tecnológicas;abr;2019;29-04-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Coyhaique;Jefe/a de Departamento de Administración de Educación Municipal de Coyhaique;oct;2019;10-10-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Illapel;Jefe/a de Departamento de Administración de Educación Municipal de Illapel;mar;2019;29-03-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Futrono;Jefe/a de Departamento de Administración de Educación Municipal de Futrono;abr;2019;29-04-2019
Nivel II;No Adscrito;Administración local;Municipalidad de Coronel;Jefe/a Departamento de Administración de Educación Municipal de Coronel;dic;2019;16-12-2019
Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Nacional;jul;2020;23-07-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Servicio de Salud;jul;2020;09-07-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Servicio de Salud;jul;2020;09-07-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Servicio de Salud;sep;2020;03-09-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a Servicio de Salud;jul;2020;09-07-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Servicio de Salud;jul;2020;09-07-2020
Nivel I;Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a Jurídico/a;abr;2020;16-04-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Servicio de Salud;dic;2020;10-12-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Director/a Servicio de Salud;dic;2020;10-12-2020
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Servicio de Salud;mar;2020;17-03-2020
Nivel I;Adscrito;Ministerio de Obras Públicas;Instituto Nacional de Hidráulica;Director/a Ejecutivo/a;dic;2020;10-12-2020
Nivel I;Adscrito;Ministerio de Obras Públicas;Superintendencia de Servicios Sanitarios;Superintendente/a;jul;2020;21-07-2020
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Director/a Ejecutivo/a;ene;2020;21-01-2020
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Director/a Ejecutivo/a;ene;2020;21-01-2020
Nivel I;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Director/a Ejecutivo/a;ene;2020;21-01-2020
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Nacional;jul;2020;14-07-2020
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Nacional;ago;2020;27-08-2020
Nivel I;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Nacional;ago;2020;05-08-2020
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;ago;2020;13-08-2020
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Director/a Regional Serviu Araucanía;abr;2020;07-04-2020
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;Director/a Regional Serviu Bío-Bío;abr;2020;07-04-2020
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;Director/a Regional Serviu Maule;ene;2020;30-01-2020
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;abr;2020;14-04-2020
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Administración y Finanzas;dic;2020;23-12-2020
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Estudios;dic;2020;23-12-2020
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto Comité Prevención contra la Tortura especialista DDHH;abr;2020;02-04-2020
Nivel I;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Superintendente/a;may;2020;14-05-2020
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Director/a Ejecutivo/a;oct;2020;08-10-2020
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a de la Unidad Personas;nov;2020;03-11-2020
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de la Araucanía;Rector/a;ago;2020;13-08-2020
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a de la Unidad Planificación, Control de Gestión y TICS;nov;2020;03-11-2020
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto del Comité de Prevención contra la Tortura (Especialista en el Área Social);abr;2020;02-04-2020
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Nacional;oct;2020;27-10-2020
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Director/a;oct;2020;13-10-2020
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Nacional;may;2020;28-05-2020
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Director/a General;jun;2020;25-06-2020
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;Director/a Ejecutivo;ene;2020;21-01-2020
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;Director/a Ejecutivo;oct;2020;15-10-2020
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Nacional;dic;2020;23-12-2020
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Obras Públicas;Jefe/a de División Administración;mar;2020;17-03-2020
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Obras Públicas;Jefe/a de División Administración;oct;2020;09-10-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Inspección;sep;2020;04-09-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Relaciones Laborales;dic;2020;07-12-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Jurídica;nov;2020;16-11-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a de División de Administración Interna;ene;2020;24-01-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Coquimbo;jul;2020;09-07-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Atacama;sep;2020;16-09-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Función Atención Presencial;sep;2020;14-09-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Desarrollo y Control;mar;2020;12-03-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Magallanes y la Antártica Chilena;may;2020;25-05-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Intendente/a de Regulación de Prestadores Públicos y Privados;dic;2020;17-12-2020
Nivel II;Adscrito;Ministerio de Salud;Centro de Referencia de Salud de Maipú;Subdirector/a Gestión Administrativa y Financiera;jul;2020;10-07-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Hospital de San José del Maipo;ene;2020;17-01-2020
Nivel II;Adscrito;Ministerio de Obras Públicas;Superintendencia de Servicios Sanitarios;Jefe/a División Fiscalización;oct;2020;15-10-2020
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Jefe/a División de Proyectos;abr;2020;16-04-2020
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Jefe/a División de Proyectos;dic;2020;04-12-2020
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Jefe/a División Estudios y Planificación;ene;2020;08-01-2020
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Jefe/a División Legal;mar;2020;20-03-2020
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación Superior;Fiscal;ene;2020;24-01-2020
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación Superior;Jefe/a de División de Gestión de Datos, Atención Ciudadana y Buenas Prácticas;ago;2020;07-08-2020
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación Superior;Jefe/a de División de Gestión de Operaciones;nov;2020;30-11-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Gestión Territorial.;oct;2020;23-10-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Directivo/a Jefe/a de Apoyo Técnico Pedagógico.;ago;2020;26-08-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Directivo/a Jefe/a de Administración y Finanzas.;jul;2020;30-07-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a - Jefe/a de Apoyo Técnico Pedagógico;jul;2020;28-07-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Directivo/a Jefe/a de Gestión de Personas.;oct;2020;23-10-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo Jefe de Administración y Finanzas;feb;2020;10-02-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo Jefe de Gestión Territorial;may;2020;07-05-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Administración y Finanzas.;ago;2020;05-08-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Gestión de Personas.;sep;2020;21-09-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Planificación y Control de Gestión.;ago;2020;04-08-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Gestión Territorial.;sep;2020;25-09-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Planificación y Control de Gestión.;jul;2020;06-07-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Directivo/a Jefe/a de Planificación y Control de Gestión.;ago;2020;21-08-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Gestión de Personas.;sep;2020;15-09-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Apoyo Técnico Pedagógico.;jun;2020;17-06-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Administración y Finanzas.;dic;2020;23-12-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo Jefe de Administración y Finanzas;ene;2020;23-01-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo Jefe de Gestión Territorial;may;2020;05-05-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo Jefe de Planificación y Control de Gestión;ene;2020;23-01-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo Jefe de Planificación y Control de Gestión;feb;2020;10-02-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a Jefe/a de Administración y Finanzas.;abr;2020;08-04-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a - Jefe/a de Gestión de Personas;may;2020;08-05-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a - Jefe/a de Gestión de Personas;nov;2020;24-11-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo/a Jefe/a de Gestión de Personas.;dic;2020;17-12-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo/a Jefe/a de Gestión de Personas.;abr;2020;27-04-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo Jefe de Apoyo Técnico Pedagógico;ene;2020;27-01-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Gestión Territorial.;jun;2020;02-06-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Planificación y Control de Gestión.;feb;2020;25-02-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Apoyo Técnico Pedagógico.;feb;2020;19-02-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo Jefe de Apoyo Técnico Pedagógico;feb;2020;10-02-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo/a Jefe/a de Gestión de Personas;oct;2020;09-10-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a Jefe/a de Planificación y Control de Gestión.;abr;2020;07-04-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a Jefe/a de Gestión Territorial.;nov;2020;26-11-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a Jefe/a de Apoyo Técnico Pedagógico.;abr;2020;09-04-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Administración y Finanzas.;feb;2020;25-02-2020
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Gestión de Personas.;may;2020;08-05-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Aysén;dic;2020;11-12-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Antofagasta;ene;2020;17-01-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bdo. OHiggins;ene;2020;17-01-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Jefe/a Departamento de Crédito;ago;2020;21-08-2020
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Desarrollo y Regulación de Mercado;jun;2020;08-06-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Maule;feb;2020;10-02-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Hospital Regional Libertador Bernardo OHiggins;nov;2020;05-11-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Antofagasta;ene;2020;29-01-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Ríos;dic;2020;11-12-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Bío Bío;oct;2020;08-10-2020
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a de Reinserción Social;dic;2020;30-12-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subirector/a Administrativo Hospital Instituto Traumatológico;oct;2020;28-10-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Subirector/a Administrativo Hospital de la Florida;dic;2020;29-12-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital de Coronel;ago;2020;03-08-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de Rengo;sep;2020;22-09-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Jefe/a Departamento de Auditoría;oct;2020;23-10-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Comunitario de Salud Familiar Dr. Héctor Reyno Gutiérrez;dic;2020;11-12-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Puerto Natales;dic;2020;31-12-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subirector/a Administrativo Hospital Luis Tisné;jul;2020;28-07-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Subdirector/a Administrativo Hospital Regional Punta Arenas;abr;2020;13-04-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Atención Primaria;oct;2020;05-10-2020
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subirector/a de Vivienda y Equipamiento;oct;2020;09-10-2020
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subirector/a de Administración y Finanzas;oct;2020;28-10-2020
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subdirector/a de Pavimentación y Obras Viales;ago;2020;03-08-2020
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a División de Gestión y Desarrollo de Personas;may;2020;27-05-2020
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Hospital de la Florida;jun;2020;12-06-2020
