;CD_Concurso;id_cargo;Nivel;Region;Estado;SubEstado;Ministerio;Servicio;Fecha_Convocatoria;Fecha_Nomina;Fecha_Desierto;Year_Convocatoria;Year_Nomina;Year_Desierto;Desierto;Nomina;Nombrado;DesignacionDirecta;Duracion_Concurso;Fecha_Cierre_Concurso;Year_Cierre_Concurso;Cerrado;Fecha_Nombramiento;Year_Nombramiento;Periodo;Fecha_Renovacion;Costo_Concurso;FechaActualizacion
4489;ADP-3988;II 579;II;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Aysén;2018-12-02;2019-03-12;;2018.0;2019.0;;0;1;1;0;64.0;2019-03-04;2019.0;1;2019-04-03;2019.0;1;2022-04-02;;2023-12-05 16:34:45.183
4490;ADP-3989;II 485;II;Región del Libertador General Bernardo OHiggins;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud O'Higgins;2018-04-22;2018-07-12;;2018.0;2018.0;;0;1;1;0;60.0;2018-06-21;2018.0;1;2018-07-23;2018.0;1;2021-07-22;;2023-12-05 16:34:45.183
4491;ADP-3990;II 730;II;Región de Aysén del General Carlos Ibañez del Campo;Desierto;CONCURSO DESIERTO;Ministerio de Salud;Servicio de Salud Aysén;2018-10-14;2019-01-07;2019-01-16;2018.0;2019.0;2019.0;1;1;0;0;82.0;2019-01-04;2019.0;1;;;0;;12682626.0;2023-12-05 16:34:45.183
4492;ADP-3991;II 129;II;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2018-05-13;2018-07-26;;2018.0;2018.0;;0;1;1;0;67.0;2018-07-19;2018.0;1;2018-08-02;2018.0;1;2021-08-01;;2023-12-05 16:34:45.183
4493;ADP-3992;II 573;II;Región de Los Lagos;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud del Reloncaví;2019-07-07;2019-09-27;;2019.0;2019.0;;0;1;1;0;68.0;2019-09-13;2019.0;1;2019-10-08;2019.0;1;2022-10-07;10476271.0;2023-12-05 16:34:45.183
4494;ADP-3993;II 1205;II;Región de  Atacama;Nombrado;DESVINCULADO;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;2019-07-07;2019-10-15;;2019.0;2019.0;;0;1;1;0;93.0;2019-10-08;2019.0;1;2019-11-14;2019.0;1;2022-11-13;;2023-12-05 16:34:45.183
4495;ADP-3994;I 162;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Agricultura;Oficina de Estudios y Políticas Agrarias;2018-06-03;2018-08-17;;2018.0;2018.0;;0;1;1;0;72.0;2018-08-14;2018.0;1;2018-08-23;2018.0;1;2021-08-22;32602963.0;2023-12-05 16:34:45.183
4496;ADP-3995;I 140;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;2018-05-20;2018-07-27;;2018.0;2018.0;;0;1;1;0;66.0;2018-07-25;2018.0;1;2018-08-31;2018.0;1;2021-08-30;34089521.0;2023-12-05 16:34:45.183
4497;ADP-3996;I 57;I;Región de Metropolitana de Santiago;Desierto;CONCURSO DESIERTO;Ministerio de Salud;Servicio de Salud Metropolitano Norte;2018-05-06;2018-07-13;2018-09-11;2018.0;2018.0;2018.0;1;1;0;0;68.0;2018-07-13;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4498;ADP-3997;I 163;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;2018-04-08;2018-06-19;;2018.0;2018.0;;0;1;1;0;68.0;2018-06-15;2018.0;1;2018-06-26;2018.0;2;2024-06-24;25098806.0;2023-12-05 16:34:45.183
4499;ADP-3998;I 164;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;2018-04-08;2018-06-15;;2018.0;2018.0;;0;1;1;0;67.0;2018-06-14;2018.0;1;2018-07-05;2018.0;1;2021-07-04;26822358.0;2023-12-05 16:34:45.183
4500;ADP-3999;I 51;I;Región de Antofagasta;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Antofagasta;2018-05-06;2018-07-13;;2018.0;2018.0;;0;1;1;0;68.0;2018-07-13;2018.0;1;2018-09-11;2018.0;1;2021-09-10;;2023-12-05 16:34:45.183
4501;ADP-4000;I 55;I;Región de  Valparaíso;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Viña del Mar - Quillota;2018-08-05;2018-11-22;;2018.0;2018.0;;0;1;1;0;103.0;2018-11-16;2018.0;1;2018-12-31;2018.0;1;2021-12-30;;2023-12-05 16:34:45.183
4502;ADP-4001;I 56;I;Región de  Valparaíso;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2018-05-06;2018-07-13;;2018.0;2018.0;;0;1;1;0;68.0;2018-07-13;2018.0;1;2018-08-31;2018.0;1;2021-08-30;;2023-12-05 16:34:45.183
4503;ADP-4002;I 59;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Salud;Servicio de Salud Metropolitano Central;2018-05-06;2018-07-13;;2018.0;2018.0;;0;1;1;0;68.0;2018-07-13;2018.0;1;2018-08-31;2018.0;1;2021-08-30;;2023-12-05 16:34:45.183
4504;ADP-4003;I 61;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Metropolitano Sur;2018-07-08;2018-10-03;;2018.0;2018.0;;0;1;1;0;81.0;2018-09-27;2018.0;1;2018-11-07;2018.0;2;2024-11-05;;2023-12-05 16:34:45.183
4505;ADP-4004;I 64;I;Región del Maule;Desierto;CONCURSO DESIERTO;Ministerio de Salud;Servicio de Salud Maule;2018-08-05;2018-11-22;2019-02-26;2018.0;2018.0;2019.0;1;1;0;0;103.0;2018-11-16;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4506;ADP-4005;I 66;I;Región del Biobío;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Concepción;2018-05-06;2018-07-13;;2018.0;2018.0;;0;1;1;0;68.0;2018-07-13;2018.0;1;2018-10-05;2018.0;1;2021-10-04;;2023-12-05 16:34:45.183
4507;ADP-4006;I 69;I;Región del Biobío;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Arauco;2018-08-05;2018-11-22;;2018.0;2018.0;;0;1;1;0;103.0;2018-11-16;2018.0;1;2018-12-24;2018.0;1;2021-12-23;14458081.0;2023-12-05 16:34:45.183
4508;ADP-4007;I 76;I;Región de Magallanes y de la Antártica Chilena;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Magallanes;2018-08-05;2018-11-22;;2018.0;2018.0;;0;1;1;0;103.0;2018-11-16;2018.0;1;2019-02-26;2019.0;1;2022-02-25;15039423.0;2023-12-05 16:34:45.183
4509;ADP-4008;II 213;II;Región de  Coquimbo;Nombrado;DESVINCULADO;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;2018-10-14;2018-12-28;;2018.0;2018.0;;0;1;1;0;64.0;2018-12-17;2018.0;1;2019-01-24;2019.0;2;2025-01-22;;2023-12-05 16:34:45.183
4510;ADP-4011;II 471;II;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Salud;Servicio de Salud Metropolitano Sur;2018-08-19;2018-12-03;;2018.0;2018.0;;0;1;1;0;93.0;2018-11-20;2018.0;1;2018-12-19;2018.0;2;2024-12-17;;2023-12-05 16:34:45.183
4511;ADP-4015;II 1184;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;2018-09-23;2018-12-28;;2018.0;2018.0;;0;1;1;0;85.0;2018-12-17;2018.0;1;2019-01-21;2019.0;2;2025-01-19;;2023-12-05 16:34:45.183
4512;ADP-4018;II 1222;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;2018-05-06;2018-07-11;;2018.0;2018.0;;0;1;1;0;60.0;2018-07-05;2018.0;1;2018-07-20;2018.0;1;2021-07-19;11847776.0;2023-12-05 16:34:45.183
4513;ADP-4019;I 24;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Educación;Junta Nacional de Jardines Infantiles;2018-04-15;2018-06-25;;2018.0;2018.0;;0;1;1;0;67.0;2018-06-21;2018.0;1;2018-07-19;2018.0;2;2024-07-17;17947073.0;2023-12-05 16:34:45.183
4514;ADP-4020;I 16;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2018-05-13;2018-07-31;;2018.0;2018.0;;0;1;1;0;79.0;2018-07-31;2018.0;1;2018-08-08;2018.0;2;2024-08-06;38304862.0;2023-12-05 16:34:45.183
4515;ADP-4021;I 52;I;Región de  Atacama;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Atacama;2018-06-10;2018-08-31;;2018.0;2018.0;;0;1;1;0;81.0;2018-08-30;2018.0;1;2018-10-03;2018.0;1;2021-10-02;15912445.0;2023-12-05 16:34:45.183
4516;ADP-4022;I 58;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;2018-06-10;2018-09-06;;2018.0;2018.0;;0;1;1;0;86.0;2018-09-04;2018.0;1;2018-10-03;2018.0;2;2024-10-01;;2023-12-05 16:34:45.183
4517;ADP-4023;II 902;II;Región de Metropolitana de Santiago;Desierto;CONCURSO DESIERTO;Ministerio de Educación;Superintendencia de Educación;2018-06-17;;;2018.0;;;1;0;0;0;;2018-08-02;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4518;ADP-4024;I 73;I;Región de Los Lagos;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Osorno;2018-07-08;2018-10-03;;2018.0;2018.0;;0;1;1;0;81.0;2018-09-27;2018.0;1;2018-11-09;2018.0;1;2021-11-08;20513406.0;2023-12-05 16:34:45.183
4519;ADP-4025;II 117;II;Región de la Araucanía;Desierto;CONCURSO DESIERTO;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;2018-09-09;2018-12-07;2019-01-04;2018.0;2018.0;2019.0;1;1;0;0;80.0;2018-11-28;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4520;ADP-4026;II 201;II;Región de  Valparaíso;Nombrado;DESVINCULADO;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;2018-12-16;2019-03-11;;2018.0;2019.0;;0;1;1;0;46.0;2019-02-25;2019.0;1;2019-04-03;2019.0;1;2022-04-02;;2023-12-05 16:34:45.183
4521;ADP-4027;II 267;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2018-07-22;2018-10-02;;2018.0;2018.0;;0;1;1;0;65.0;2018-09-25;2018.0;1;2018-10-19;2018.0;1;2021-10-18;;2023-12-05 16:34:45.183
4522;ADP-4028;II 303;II;Región del Libertador General Bernardo OHiggins;Nombrado;DESVINCULADO;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2018-10-21;2019-01-29;;2018.0;2019.0;;0;1;1;0;92.0;2019-01-21;2019.0;1;2019-02-04;2019.0;2;2025-02-02;;2023-12-05 16:34:45.183
4523;ADP-4029;II 311;II;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;2018-09-30;2018-12-28;;2018.0;2018.0;;0;1;1;0;79.0;2018-12-18;2018.0;1;2019-01-16;2019.0;2;2025-01-14;8326241.0;2023-12-05 16:34:45.183
4524;ADP-4030;II 312;II;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;2018-11-04;2019-01-21;;2018.0;2019.0;;0;1;1;0;68.0;2019-01-11;2019.0;1;2019-02-05;2019.0;2;2025-02-03;;2023-12-05 16:34:45.183
4525;ADP-4031;II 851;II;Región del Maule;Desierto;FINALIZADO DESIERTO;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;2018-04-29;;;2018.0;;;1;0;0;0;;2018-07-03;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4526;ADP-4032;II 1006;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;2019-01-13;2019-04-10;;2019.0;2019.0;;0;1;1;0;53.0;2019-04-04;2019.0;1;2019-04-24;2019.0;1;2022-04-23;25435337.0;2023-12-05 16:34:45.183
4527;ADP-4033;II 1007;II;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;2018-09-16;2018-11-15;;2018.0;2018.0;;0;1;1;0;57.0;2018-11-12;2018.0;1;2018-11-19;2018.0;2;2024-11-17;9476281.0;2023-12-05 16:34:45.183
4528;ADP-4034;II 1107;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;2018-05-06;2018-07-03;;2018.0;2018.0;;0;1;1;0;52.0;2018-06-27;2018.0;1;2018-07-26;2018.0;1;2021-07-25;21127092.0;2023-12-05 16:34:45.183
4529;ADP-4035;II 1270;II;Región de Tarapacá;Nombrado;DESVINCULADO;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;2018-06-10;2018-08-10;;2018.0;2018.0;;0;1;1;0;53.0;2018-08-02;2018.0;1;2018-09-10;2018.0;2;2024-09-08;;2023-12-05 16:34:45.183
4530;ADP-4036;II 1275;II;Región de Metropolitana de Santiago;Desierto;DECLARAR DESIERTO;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;2018-05-20;2018-07-13;2018-08-07;2018.0;2018.0;2018.0;1;1;0;0;51.0;2018-07-10;2018.0;1;;;0;;12648485.0;2023-12-05 16:34:45.183
4531;ADP-4037;II 1217;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;2018-05-06;2018-07-20;;2018.0;2018.0;;0;1;1;0;68.0;2018-07-13;2018.0;1;2018-07-30;2018.0;1;2021-07-29;21618809.0;2023-12-05 16:34:45.183
4532;ADP-4038;I 70;I;Región de la Araucanía;Nombrado;NOMBRAMIENTO;Ministerio de Salud;Servicio de Salud Araucanía Norte;2018-09-02;2018-12-10;;2018.0;2018.0;;0;1;1;0;93.0;2018-12-04;2018.0;1;2018-12-31;2018.0;2;2024-12-29;13019409.0;2023-12-05 16:34:45.183
4533;ADP-4039;II 536;II;Región de la Araucanía;Desierto;CONCURSO DESIERTO;Ministerio de Salud;Servicio de Salud Araucanía Norte;2018-11-18;2019-02-06;2019-07-18;2018.0;2019.0;2019.0;1;1;1;0;67.0;2019-01-24;2019.0;1;2019-03-04;2019.0;1;2022-03-03;;2023-12-05 16:34:45.183
4534;ADP-4040;II 362;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Instituto de Salud Pública;2018-08-19;2018-11-09;;2018.0;2018.0;;0;1;1;0;68.0;2018-10-26;2018.0;1;2018-12-07;2018.0;2;2024-12-05;;2023-12-05 16:34:45.183
4535;ADP-4041;II 946;II;Región de Los Lagos;Nombrado;NOMBRAMIENTO;Administración Central;Municipalidad de Calbuco;2018-04-29;2018-07-17;;2018.0;2018.0;;0;1;1;0;68.0;2018-07-06;2018.0;1;2018-07-25;2018.0;1;;;2023-12-05 16:34:45.183
4536;ADP-4042;I 32;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2018-04-22;2018-06-20;;2018.0;2018.0;;0;1;1;0;58.0;2018-06-19;2018.0;1;2018-06-26;2018.0;1;2021-06-25;19241488.0;2023-12-05 16:34:45.183
4537;ADP-4044;I 40;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Obras Públicas;Dirección General de Aguas;2018-05-20;2018-07-31;;2018.0;2018.0;;0;1;1;0;72.0;2018-07-31;2018.0;1;2018-08-08;2018.0;2;2024-08-06;;2023-12-05 16:34:45.183
4538;ADP-4045;I 41;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Obras Públicas;Fiscalía del Ministerio de Obras Públicas;2018-03-11;;;2018.0;;;0;0;1;1;;;;0;2018-06-04;2018.0;1;2021-06-03;;2023-12-05 16:34:45.183
4539;ADP-4046;I 94;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2018-05-13;2018-07-20;;2018.0;2018.0;;0;1;1;0;68.0;2018-07-20;2018.0;1;2018-08-02;2018.0;2;2024-07-31;;2023-12-05 16:34:45.183
4540;ADP-4047;I 106;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Energía;Comisión Nacional de Energía;2018-05-20;2018-07-27;;2018.0;2018.0;;0;1;1;0;66.0;2018-07-25;2018.0;1;2018-08-06;2018.0;2;2024-08-04;25636825.0;2023-12-05 16:34:45.183
4541;ADP-4049;II 410;II;Región de  Valparaíso;Desierto;CONCURSO DESIERTO;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2018-07-08;;;2018.0;;;1;0;0;0;;2018-09-07;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4542;ADP-4050;II 562;II;Región de Los Lagos;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Osorno;2018-09-09;2018-12-04;;2018.0;2018.0;;0;1;1;0;72.0;2018-11-20;2018.0;1;2018-12-27;2018.0;2;2024-12-25;;2023-12-05 16:34:45.183
4543;ADP-4051;II 584;II;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Salud;Superintendencia de Salud;2018-07-01;2018-09-13;;2018.0;2018.0;;0;1;1;0;64.0;2018-09-03;2018.0;1;2018-10-12;2018.0;1;2021-10-11;11877505.0;2023-12-05 16:34:45.183
4544;ADP-4052;II 597;II;Región de Metropolitana de Santiago;Desierto;FINALIZADO DESIERTO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-05-06;;;2018.0;;;1;0;0;0;;2018-07-18;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4545;ADP-4053;II 598;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-05-06;2018-08-03;;2018.0;2018.0;;0;1;1;0;75.0;2018-07-20;2018.0;1;2018-08-24;2018.0;2;2024-08-22;;2023-12-05 16:34:45.183
4546;ADP-4054;II 600;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-05-06;2018-08-03;;2018.0;2018.0;;0;1;1;0;75.0;2018-07-20;2018.0;1;2018-08-24;2018.0;2;2024-08-22;;2023-12-05 16:34:45.183
4547;ADP-4055;II 610;II;Región del Libertador General Bernardo OHiggins;Nombrado;DESVINCULADO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-08-05;2018-11-09;;2018.0;2018.0;;0;1;1;0;81.0;2018-10-25;2018.0;1;2018-11-21;2018.0;2;2024-11-19;;2023-12-05 16:34:45.183
4548;ADP-4056;II 611;II;Región del Maule;Nombrado;DESVINCULADO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-08-05;2018-11-09;;2018.0;2018.0;;0;1;1;0;81.0;2018-10-25;2018.0;1;2018-11-21;2018.0;2;2024-11-19;;2023-12-05 16:34:45.183
4549;ADP-4057;II 612;II;Región del Biobío;Nombrado;DESVINCULADO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-05-27;2018-09-05;;2018.0;2018.0;;0;1;1;0;94.0;2018-08-29;2018.0;1;2018-09-27;2018.0;2;2024-09-25;;2023-12-05 16:34:45.183
4550;ADP-4058;II 613;II;Región de la Araucanía;Desierto;CONCURSO DESIERTO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-05-27;2018-09-07;2018-09-03;2018.0;2018.0;2018.0;1;1;0;0;99.0;2018-09-03;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4551;ADP-4059;II 614;II;Región de Los Lagos;Nombrado;DESVINCULADO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-05-27;2018-08-29;;2018.0;2018.0;;0;1;1;0;88.0;2018-08-23;2018.0;1;2018-09-04;2018.0;2;2024-09-02;;2023-12-05 16:34:45.183
4552;ADP-4060;II 633;II;Región del Maule;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2018-06-24;2018-10-02;;2018.0;2018.0;;0;1;1;0;92.0;2018-09-24;2018.0;1;2018-10-23;2018.0;2;2024-10-21;;2023-12-05 16:34:45.183
4553;ADP-4061;II 823;II;Región de Los Ríos;Nombrado;NOMBRAMIENTO;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;2018-10-14;2019-01-03;;2018.0;2019.0;;0;1;1;0;74.0;2018-12-27;2018.0;1;2019-01-21;2019.0;2;2025-01-19;11159824.0;2023-12-05 16:34:45.183
4554;ADP-4062;II 1148;II;Región de Metropolitana de Santiago;Desierto;CONCURSO DESIERTO;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2018-05-13;2018-07-20;2018-08-16;2018.0;2018.0;2018.0;1;1;0;0;60.0;2018-07-12;2018.0;1;;;0;;;2023-12-05 16:34:45.183
4555;ADP-4064;II 911;II;Región de  Valparaíso;Nombrado;DESVINCULADO;Ministerio de Educación;Superintendencia de Educación;2018-07-22;2018-10-22;;2018.0;2018.0;;0;1;1;0;86.0;2018-10-16;2018.0;1;2018-11-20;2018.0;2;2024-11-18;;2023-12-05 16:34:45.183
4556;ADP-4065;I 80;I;Región de Antofagasta;Nombrado;DESVINCULADO;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Antofagasta;2018-04-22;2018-07-13;;2018.0;2018.0;;0;1;1;0;79.0;2018-07-10;2018.0;1;2018-08-08;2018.0;1;2021-08-07;27083954.0;2023-12-05 16:34:45.183
4557;ADP-4066;I 166;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;2018-03-11;;;2018.0;;;0;0;1;1;;;;0;2018-06-04;2018.0;1;2021-06-03;;2023-12-05 16:34:45.183
4558;ADP-4067;I 112;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Educación;Superintendencia de Educación;2018-03-11;;;2018.0;;;0;0;1;1;;;;0;2018-03-16;2018.0;1;2021-03-15;;2023-12-05 16:34:45.183
4559;ADP-4068;I 93;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2018-03-11;;;2018.0;;;0;0;1;1;;;;0;2018-03-19;2018.0;1;2021-03-18;;2023-12-05 16:34:45.183
4560;ADP-4069;I 17;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;2018-03-11;;;2018.0;;;0;0;1;1;;;;0;2018-03-23;2018.0;1;2021-03-22;;2023-12-05 16:34:45.183
4561;ADP-4070;I 14;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2018-03-11;;;2018.0;;;0;0;1;1;;;;0;2018-04-12;2018.0;1;2021-04-11;;2023-12-05 16:34:45.183
4562;ADP-4071;I 167;I;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Fondo Nacional de Salud;2018-03-11;;;2018.0;;;0;0;1;1;;;;0;2018-03-12;2018.0;1;2021-03-11;;2023-12-05 16:34:45.183
4563;ADP-4072;I 86;I;Región del Libertador General Bernardo OHiggins;Nombrado;DESVINCULADO;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;2018-04-22;2018-07-13;;2018.0;2018.0;;0;1;1;0;79.0;2018-07-10;2018.0;1;2018-08-08;2018.0;2;2024-08-06;9248559.0;2023-12-05 16:34:45.183
4564;ADP-4073;I 88;I;Región del Biobío;Nombrado;DESVINCULADO;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;2018-04-22;2018-07-13;;2018.0;2018.0;;0;1;1;0;79.0;2018-07-10;2018.0;1;2018-08-08;2018.0;1;2021-08-07;16900488.0;2023-12-05 16:34:45.183
4565;ADP-4074;I 79;I;Región de Tarapacá;Nombrado;DESVINCULADO;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;2018-04-29;2018-07-12;;2018.0;2018.0;;0;1;1;0;72.0;2018-07-10;2018.0;1;2018-08-08;2018.0;1;2021-08-07;35571522.0;2023-12-05 16:34:45.183
4566;ADP-4075;I 81;I;Región de  Atacama;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Atacama;2018-07-29;2018-10-25;;2018.0;2018.0;;0;1;1;0;82.0;2018-10-19;2018.0;1;2018-11-22;2018.0;2;2024-11-20;13590431.0;2023-12-05 16:34:45.183
4567;ADP-4076;I 89;I;Región de Los Lagos;Nombrado;DESVINCULADO;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;2018-04-29;2018-07-12;;2018.0;2018.0;;0;1;1;0;72.0;2018-07-10;2018.0;1;2018-08-08;2018.0;2;2024-08-06;24078107.0;2023-12-05 16:34:45.183
4568;ADP-4077;II 540;II;Región de la Araucanía;Nombrado;NOMBRAMIENTO;Ministerio de Salud;Servicio de Salud Araucanía Norte;2018-10-07;2018-12-28;;2018.0;2018.0;;0;1;1;0;71.0;2018-12-17;2018.0;1;2019-01-21;2019.0;2;2025-01-19;15624871.0;2023-12-05 16:34:45.183
4569;ADP-4078;II 537;II;Región de la Araucanía;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Araucanía Norte;2018-12-23;2019-03-27;;2018.0;2019.0;;0;1;1;0;59.0;2019-03-20;2019.0;1;2019-04-11;2019.0;1;2022-04-10;;2023-12-05 16:34:45.183
4570;ADP-4079;II 333;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Obras Públicas;Dirección General de Aguas;2018-06-10;2018-09-04;;2018.0;2018.0;;0;1;1;0;67.0;2018-08-16;2018.0;1;2018-09-05;2018.0;1;2021-09-04;;2023-12-05 16:34:45.183
4571;ADP-4080;II 120;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;2018-08-05;2018-10-24;;2018.0;2018.0;;0;1;1;0;68.0;2018-10-12;2018.0;1;2018-11-14;2018.0;2;2024-11-12;11898709.0;2023-12-05 16:34:45.183
